node_key,label,node_type,source_type,example_mention,canonicalization_source,mention_count,source
CANONICAL_ENTITY:DAVID,DAVID,CanonicalEntity,Person,David,normalized_label,1.0,
CANONICAL_ENTITY:DAVID_MARSHALL,DAVID MARSHALL,CanonicalEntity,Person,David Marshall,normalized_label,4.0,
CANONICAL_ENTITY:DAVID_SALVADOR,DAVID SALVADOR,CanonicalEntity,Person,David Salvador,normalized_label,3.0,
CANONICAL_ENTITY:DAVIES,DAVIES,CanonicalEntity,Person,Davies,normalized_label,1.0,
CANONICAL_ENTITY:DAWALIBI,DAWALIBI,CanonicalEntity,Person,Dawalibi,normalized_label,2.0,
CANONICAL_ENTITY:DAYAL,DAYAL,CanonicalEntity,Person,Dayal,normalized_label,28.0,
CANONICAL_ENTITY:DAYAN,DAYAN,CanonicalEntity,Person,Dayan,normalized_label,11.0,
CANONICAL_ENTITY:DA_CUNHA,DA CUNHA,CanonicalEntity,Person,da Cunha,normalized_label,1.0,
CANONICAL_ENTITY:DEAN,DEAN,CanonicalEntity,Person,Dean,dictionary; normalized_label,9.0,
CANONICAL_ENTITY:DEAN_ACHESON,DEAN ACHESON,CanonicalEntity,Person,Dean Acheson,normalized_label,1.0,
CANONICAL_ENTITY:DEAN_RUSK,DEAN RUSK,CanonicalEntity,Person,Dean Rusk,normalized_label,1.0,
CANONICAL_ENTITY:DEBR,DEBRÉ,CanonicalEntity,Person,Debré,dictionary; normalized_label,29.0,
CANONICAL_ENTITY:DEBRECEN,DEBRECEN,CanonicalEntity,Location,Debrecen,normalized_label,3.0,
CANONICAL_ENTITY:DEBRE_CABINET,DEBRE CABINET,CanonicalEntity,Organization,Debre Cabinet,normalized_label,1.0,
CANONICAL_ENTITY:DEBR_COALITION,DEBRÉ COALITION,CanonicalEntity,PoliticalGroup,Debré coalition,normalized_label,1.0,
CANONICAL_ENTITY:DEBR_GOVERNMENT,DEBRÉ GOVERNMENT,CanonicalEntity,Government,Debré Government,normalized_label,3.0,
CANONICAL_ENTITY:DECEPTION_ISLAND,DECEPTION ISLAND,CanonicalEntity,Location,Deception Island,normalized_label,1.0,
CANONICAL_ENTITY:DEFENSE_AGENCY_DIRECTOR_SUNADA,DEFENSE AGENCY DIRECTOR SUNADA,CanonicalEntity,Person,Defense Agency Director Sunada,normalized_label,1.0,
CANONICAL_ENTITY:DEFENSE_MINISTER_AZM,DEFENSE MINISTER AZM,CanonicalEntity,Person,Defense Minister Azm,normalized_label,2.0,
CANONICAL_ENTITY:DEFENSE_MINISTER_BA_SWE,DEFENSE MINISTER BA SWE,CanonicalEntity,Person,Defense Minister Ba Swe,normalized_label,3.0,
CANONICAL_ENTITY:DEFENSE_MINISTER_BLANK,DEFENSE MINISTER BLANK,CanonicalEntity,Person,Defense Minister Blank,normalized_label,2.0,
CANONICAL_ENTITY:DEFENSE_MINISTER_BOTELHO_MONIZ,DEFENSE MINISTER BOTELHO MONIZ,CanonicalEntity,Person,Defense Minister Moniz,dictionary; normalized_label,3.0,
CANONICAL_ENTITY:DEFENSE_MINISTER_CASTILLO,DEFENSE MINISTER CASTILLO,CanonicalEntity,Person,Defense Minister Castillo,normalized_label,1.0,
CANONICAL_ENTITY:DEFENSE_MINISTER_CASTRO,DEFENSE MINISTER CASTRO,CanonicalEntity,Person,Defense Minister Castro,normalized_label,1.0,
CANONICAL_ENTITY:DEFENSE_MINISTER_CHABAN_DELMAS,DEFENSE MINISTER CHABAN-DELMAS,CanonicalEntity,Person,Defense Minister Chaban-Delmas,normalized_label,3.0,
CANONICAL_ENTITY:DEFENSE_MINISTER_DAWALIBI,DEFENSE MINISTER DAWALIBI,CanonicalEntity,Person,Defense Minister Dawalibi,normalized_label,1.0,
CANONICAL_ENTITY:DEFENSE_MINISTER_DE_GREEF,DEFENSE MINISTER DE GREEF,CanonicalEntity,Person,Defense Minister De Greef,normalized_label,1.0,
CANONICAL_ENTITY:DEFENSE_MINISTER_KANELLOPOULOS,DEFENSE MINISTER KANELLOPOULOS,CanonicalEntity,Person,Defense Minister Kanellopoulos,dictionary; normalized_label,2.0,
CANONICAL_ENTITY:DEFENSE_MINISTER_KIM,DEFENSE MINISTER KIM,CanonicalEntity,Person,Defense Minister Kim,normalized_label,1.0,
CANONICAL_ENTITY:DEFENSE_MINISTER_KOENIG,DEFENSE MINISTER KOENIG,CanonicalEntity,Person,Defense Minister Koenig,normalized_label,2.0,
CANONICAL_ENTITY:DEFENSE_MINISTER_LOPEZ,DEFENSE MINISTER LOPEZ,CanonicalEntity,Person,Defense Minister Lopez,normalized_label,1.0,
CANONICAL_ENTITY:DEFENSE_MINISTER_MINH,DEFENSE MINISTER MINH,CanonicalEntity,Person,Defense Minister Minh,normalized_label,1.0,
CANONICAL_ENTITY:DEFENSE_MINISTER_MORICE,DEFENSE MINISTER MORICE,CanonicalEntity,Person,Defense Minister Morice,normalized_label,1.0,
CANONICAL_ENTITY:DEFENSE_MINISTER_NASUTION,DEFENSE MINISTER NASUTION,CanonicalEntity,Person,Defense Minister Nasution,normalized_label,1.0,
CANONICAL_ENTITY:DEFENSE_MINISTER_PLEVEN,DEFENSE MINISTER PLEVEN,CanonicalEntity,Person,French Defense Minister Pleven,dictionary; normalized_label,14.0,
CANONICAL_ENTITY:DEFENSE_MINISTER_QUAT,DEFENSE MINISTER QUAT,CanonicalEntity,Person,Defense Minister Quat,normalized_label,2.0,
CANONICAL_ENTITY:DEFENSE_MINISTER_ROKOSSOWSKI,DEFENSE MINISTER ROKOSSOWSKI,CanonicalEntity,Person,Defense Minister Rokossowski,normalized_label,1.0,
CANONICAL_ENTITY:DEFENSE_MINISTER_SANDYS,DEFENSE MINISTER SANDYS,CanonicalEntity,Person,British Defense Minister Sandys,dictionary; normalized_label,4.0,
CANONICAL_ENTITY:DEFENSE_MINISTER_SANTOS_COSTA,DEFENSE MINISTER SANTOS COSTA,CanonicalEntity,Person,Defense Minister Santos Costa,normalized_label,2.0,
CANONICAL_ENTITY:DEFENSE_MINISTER_SOHN,DEFENSE MINISTER SOHN,CanonicalEntity,Person,Defense Minister Sohn,normalized_label,1.0,
CANONICAL_ENTITY:DEFENSE_MINISTER_STRAUSS,DEFENSE MINISTER STRAUSS,CanonicalEntity,Person,Defense Minister Strauss,dictionary; normalized_label,9.0,
CANONICAL_ENTITY:DEFENSE_MINISTER_TAVIANI,DEFENSE MINISTER TAVIANI,CanonicalEntity,Person,Defense Minister Taviani,normalized_label,1.0,
CANONICAL_ENTITY:DEFENSE_SECRETARY_GOSNJAK,DEFENSE SECRETARY GOSNJAK,CanonicalEntity,Person,Defense Secretary Gosnjak,normalized_label,1.0,
CANONICAL_ENTITY:DEFENSE_SECRETARY_MAGSAYSAY,DEFENSE SECRETARY MAGSAYSAY,CanonicalEntity,Person,Defense Secretary Magsaysay,normalized_label,2.0,
CANONICAL_ENTITY:DEHIMI,DEHIMI,CanonicalEntity,Person,Dehimi,normalized_label,1.0,
CANONICAL_ENTITY:DEHOUSSE,DEHOUSSE,CanonicalEntity,Person,Dehousse,normalized_label,1.0,
CANONICAL_ENTITY:DEIST,DEIST,CanonicalEntity,Person,Deist,normalized_label,1.0,
CANONICAL_ENTITY:DEJ,DEJ,CanonicalEntity,Person,Dej,normalized_label,1.0,
CANONICAL_ENTITY:DEJEAN,DEJEAN,CanonicalEntity,Person,Dejean,dictionary; normalized_label,14.0,
CANONICAL_ENTITY:DELEGATE_GENERAL_DELOUVRIER,DELEGATE GENERAL DELOUVRIER,CanonicalEntity,Person,Delegate General Delouvrier,dictionary; normalized_label,5.0,
CANONICAL_ENTITY:DELOUVRIER,DELOUVRIER,CanonicalEntity,Person,Delouvrier,normalized_label,2.0,
CANONICAL_ENTITY:DELVAUX,DELVAUX,CanonicalEntity,Person,Delvaux,normalized_label,2.0,
CANONICAL_ENTITY:DEL_BO,DEL BO,CanonicalEntity,Person,Del Bo,normalized_label,1.0,
CANONICAL_ENTITY:DEL_PEDREGAL,DEL PEDREGAL,CanonicalEntity,Person,Del Pedregal,normalized_label,1.0,
CANONICAL_ENTITY:DEMILITARIZED_ZONE,DEMILITARIZED ZONE,CanonicalEntity,Location,Demilitarized Zone,normalized_label,1.0,
CANONICAL_ENTITY:DEMOCRACIA,DEMOCRACIA,CanonicalEntity,Organization,Democracia,normalized_label,1.0,
CANONICAL_ENTITY:DEMOCRATIC_ACTION_PARTY,DEMOCRATIC ACTION PARTY,CanonicalEntity,PoliticalGroup,Democratic Action Party,dictionary; normalized_label,22.0,
CANONICAL_ENTITY:DEMOCRATIC_FEDERATION_OF_CUBAN_WOMEN,DEMOCRATIC FEDERATION OF CUBAN WOMEN,CanonicalEntity,PoliticalGroup,Democratic Federation of Cuban Women,normalized_label,1.0,
CANONICAL_ENTITY:DEMOCRATIC_LEADERS,DEMOCRATIC LEADERS,CanonicalEntity,PoliticalGroup,Democratic leaders,normalized_label,1.0,
CANONICAL_ENTITY:DEMOCRATIC_LEAGUE,DEMOCRATIC LEAGUE,CanonicalEntity,PoliticalGroup,Democratic League,normalized_label,6.0,
CANONICAL_ENTITY:DEMOCRATIC_NATIONALIST_PARTY,DEMOCRATIC NATIONALIST PARTY,CanonicalEntity,PoliticalGroup,Democratic Nationalist Party,normalized_label,4.0,
CANONICAL_ENTITY:DEMOCRATIC_PARTY,DEMOCRATIC PARTY,CanonicalEntity,PoliticalGroup,Democratic Party (DPS),dictionary; normalized_label,68.0,
CANONICAL_ENTITY:DEMOCRATIC_PARTY_OF_GUINEA_PDG,DEMOCRATIC PARTY OF GUINEA (PDG),CanonicalEntity,PoliticalGroup,Democratic party of Guinea (PDG),normalized_label,1.0,
CANONICAL_ENTITY:DEMOCRATIC_REPUBLICAN_UNION,DEMOCRATIC REPUBLICAN UNION,CanonicalEntity,PoliticalGroup,Republican Democratic Union,dictionary; normalized_label,4.0,
CANONICAL_ENTITY:DEMOCRATIC_REPUBLICAN_UNION_URD,DEMOCRATIC REPUBLICAN UNION (URD),CanonicalEntity,PoliticalGroup,Democratic Republican Union (URD),dictionary; normalized_label,6.0,
CANONICAL_ENTITY:DEMOCRATIC_REPUBLIC_OF_VIETNAM,DEMOCRATIC REPUBLIC OF VIETNAM,CanonicalEntity,Government,Democratic Republic of Vietnam,normalized_label,1.0,
CANONICAL_ENTITY:DEMOCRATIC_RESISTANCE_UNION,DEMOCRATIC RESISTANCE UNION,CanonicalEntity,PoliticalGroup,Democratic Resistance Union,normalized_label,1.0,
CANONICAL_ENTITY:DEMOCRATIC_SENATOR_TOMAS_CABILI,DEMOCRATIC SENATOR TOMAS CABILI,CanonicalEntity,Person,Democratic Senator Tomas Cabili,normalized_label,1.0,
CANONICAL_ENTITY:DEMOCRATIC_SOCIALISTS,DEMOCRATIC SOCIALISTS,CanonicalEntity,PoliticalGroup,democratic Socialists,normalized_label,10.0,
CANONICAL_ENTITY:DEMOCRATIC_SOCIALIST_PARTY,DEMOCRATIC SOCIALIST PARTY,CanonicalEntity,PoliticalGroup,Democratic Socialist Party,dictionary; normalized_label,11.0,
CANONICAL_ENTITY:DEMOCRATIC_UNION,DEMOCRATIC UNION,CanonicalEntity,PoliticalGroup,Democratic Union,normalized_label,1.0,
CANONICAL_ENTITY:DEMOCRATS,DEMOCRATS,CanonicalEntity,PoliticalGroup,Democrats,normalized_label,6.0,
CANONICAL_ENTITY:DEMOCRAT_PARTY,DEMOCRAT PARTY,CanonicalEntity,PoliticalGroup,Democrat Party,normalized_label,3.0,
CANONICAL_ENTITY:DENIS_HEALEY,DENIS HEALEY,CanonicalEntity,Person,Denis Healey,normalized_label,1.0,
CANONICAL_ENTITY:DENKTASH,DENKTASH,CanonicalEntity,Person,Denktash,normalized_label,1.0,
CANONICAL_ENTITY:DENMARK,DENMARK,CanonicalEntity,Country,Denmark,normalized_label,42.0,
CANONICAL_ENTITY:DENYS,DENYS,CanonicalEntity,Person,Denys,normalized_label,2.0,
CANONICAL_ENTITY:DEPARTMENT_OF_COCHABAMBA,DEPARTMENT OF COCHABAMBA,CanonicalEntity,Location,Department of Cochabamba,normalized_label,1.0,
CANONICAL_ENTITY:DEPARTMENT_OF_COMMERCE,DEPARTMENT OF COMMERCE,CanonicalEntity,Government; Organization,US Department of Commerce,dictionary; normalized_label,258.0,
CANONICAL_ENTITY:DEPARTMENT_OF_DEFENSE,DEPARTMENT OF DEFENSE,CanonicalEntity,Government; Organization,Defense Department,dictionary; normalized_label,445.0,
CANONICAL_ENTITY:DEPARTMENT_OF_JUSTICE,DEPARTMENT OF JUSTICE,CanonicalEntity,Government; Organization,Department of Justice,dictionary; normalized_label,93.0,
CANONICAL_ENTITY:DEPARTMENT_OF_STATE,DEPARTMENT OF STATE,CanonicalEntity,Government; Organization,Department of State,dictionary; normalized_label,335.0,
CANONICAL_ENTITY:DEPARTMENT_OF_THE_ARMY,DEPARTMENT OF THE ARMY,CanonicalEntity,Organization,Department of the Army,normalized_label,1.0,
CANONICAL_ENTITY:DEPARTMENT_OF_THE_INTERIOR,DEPARTMENT OF THE INTERIOR,CanonicalEntity,Government; Organization,Department of the Interior,normalized_label,19.0,
CANONICAL_ENTITY:DEPOSED_SULTAN,DEPOSED SULTAN,CanonicalEntity,Person,deposed sultan,normalized_label,1.0,
CANONICAL_ENTITY:DEPUTIES_BAGHAI_AND_QANATABADI,DEPUTIES BAGHAI AND QANATABADI,CanonicalEntity,Person,Deputies Baghai and Qanatabadi,normalized_label,1.0,
CANONICAL_ENTITY:DEPUTY_CHAIRMAN_WEHNER,DEPUTY CHAIRMAN WEHNER,CanonicalEntity,Person,Deputy Chairman Wehner,normalized_label,1.0,
CANONICAL_ENTITY:DEPUTY_DIRECTOR_FOR_INTELLIGENCE_THE_JOINT_STAFF,"DEPUTY DIRECTOR FOR INTELLIGENCE, THE JOINT STAFF",CanonicalEntity,Person,"Deputy Director for Intelligence, The Joint Staff",normalized_label,10.0,
CANONICAL_ENTITY:DEPUTY_FATEMI,DEPUTY FATEMI,CanonicalEntity,Person,Deputy Fatemi,normalized_label,1.0,
CANONICAL_ENTITY:DEPUTY_FOREIGN_MINISTER_GROMYKO,DEPUTY FOREIGN MINISTER GROMYKO,CanonicalEntity,Person,Deputy Foreign Minister Gromyko,normalized_label,1.0,
CANONICAL_ENTITY:DEPUTY_FOREIGN_MINISTER_HAJEK,DEPUTY FOREIGN MINISTER HAJEK,CanonicalEntity,Person,Deputy Foreign Minister Hajek,normalized_label,1.0,
CANONICAL_ENTITY:DEPUTY_FOREIGN_MINISTER_PUSHKIN,DEPUTY FOREIGN MINISTER PUSHKIN,CanonicalEntity,Person,Deputy Foreign Minister Pushkin,dictionary; normalized_label,3.0,
CANONICAL_ENTITY:DEPUTY_FOREIGN_MINISTER_VAN_SCHERPENBERG,DEPUTY FOREIGN MINISTER VAN SCHERPENBERG,CanonicalEntity,Person,Deputy Foreign Minister van Scherpenberg,normalized_label,1.0,
CANONICAL_ENTITY:DEPUTY_FOREIGN_MINISTER_ZORIN,DEPUTY FOREIGN MINISTER ZORIN,CanonicalEntity,Person,Deputy Foreign Minister Zorin,normalized_label,1.0,
CANONICAL_ENTITY:DEPUTY_KARAPIPERIS,DEPUTY KARAPIPERIS,CanonicalEntity,Person,Deputy Karapiperis,normalized_label,1.0,
CANONICAL_ENTITY:DEPUTY_MINISTER_OF_FOREIGN_AFFAIRS_OF_MONGOLIA,DEPUTY MINISTER OF FOREIGN AFFAIRS OF MONGOLIA,CanonicalEntity,Person,Deputy Minister of Foreign Affairs of Mongolia,normalized_label,1.0,
CANONICAL_ENTITY:DEPUTY_PREMIER_ARIF,DEPUTY PREMIER ARIF,CanonicalEntity,Person,Deputy Premier Arif,normalized_label,1.0,
CANONICAL_ENTITY:DEPUTY_PREMIER_AZM,DEPUTY PREMIER AZM,CanonicalEntity,Person,Deputy Premier Azm,normalized_label,1.0,
CANONICAL_ENTITY:DEPUTY_PREMIER_HAZI,DEPUTY PREMIER HAZI,CanonicalEntity,Person,Deputy Premier Hazi,normalized_label,1.0,
CANONICAL_ENTITY:DEPUTY_PREMIER_JACQUES_SOUSTELLE,DEPUTY PREMIER JACQUES SOUSTELLE,CanonicalEntity,Person,Deputy Premier Jacques Soustelle,dictionary; normalized_label,2.0,
CANONICAL_ENTITY:DEPUTY_PREMIER_KATAY,DEPUTY PREMIER KATAY,CanonicalEntity,Person,Deputy Premier Katay,normalized_label,3.0,
CANONICAL_ENTITY:DEPUTY_PREMIER_NHOUY,DEPUTY PREMIER NHOUY,CanonicalEntity,Person,Deputy Premier Nhouy,normalized_label,1.0,
CANONICAL_ENTITY:DEPUTY_PREMIER_NUSCHKE,DEPUTY PREMIER NUSCHKE,CanonicalEntity,Person,Deputy Premier Nuschke,normalized_label,1.0,
CANONICAL_ENTITY:DEPUTY_PREMIER_REYNAUD,DEPUTY PREMIER REYNAUD,CanonicalEntity,Person,Deputy Premier Reynaud,normalized_label,1.0,
CANONICAL_ENTITY:DEPUTY_PRIME_MINISTER_ALI_MOHAMMAD,DEPUTY PRIME MINISTER ALI MOHAMMAD,CanonicalEntity,Person,Deputy Prime Minister Ali Mohammad,normalized_label,1.0,
CANONICAL_ENTITY:DEPUTY_PRIME_MINISTER_RAU,DEPUTY PRIME MINISTER RAU,CanonicalEntity,Person,Deputy Prime Minister Rau,normalized_label,1.0,
CANONICAL_ENTITY:DEPUTY_PRIME_MINISTER_VENIZELOS,DEPUTY PRIME MINISTER VENIZELOS,CanonicalEntity,Person,Greek Deputy Prime Minister,dictionary; normalized_label,3.0,
CANONICAL_ENTITY:DEPUTY_PRIME_MINISTER_ZORLU,DEPUTY PRIME MINISTER ZORLU,CanonicalEntity,Person,Deputy Prime Minister Zorlu,normalized_label,1.0,
CANONICAL_ENTITY:DEPUTY_SECRETARY_OF_DEFENSE,DEPUTY SECRETARY OF DEFENSE,CanonicalEntity,Other; Person,Deputy Secretary of Defense,normalized_label,137.0,
CANONICAL_ENTITY:DEPUTY_UNDERSECRETARY_OF_STATE_MURPHY,DEPUTY UNDERSECRETARY OF STATE MURPHY,CanonicalEntity,Person,Deputy Undersecretary of State Murphy,normalized_label,1.0,
CANONICAL_ENTITY:DEPUTY_UNDER_SECRETARY_FOR_ADMINISTRATION,DEPUTY UNDER SECRETARY FOR ADMINISTRATION,CanonicalEntity,Other; Person,Deputy Under Secretary for Administration,normalized_label,3.0,
CANONICAL_ENTITY:DEPUTY_UNDER_SECRETARY_FOR_POLITICAL_AFFAIRS,DEPUTY UNDER SECRETARY FOR POLITICAL AFFAIRS,CanonicalEntity,Other; Person,Deputy Under Secretary for Political Affairs,normalized_label,3.0,
CANONICAL_ENTITY:DEPUTY_UNDER_SECRETARY_OF_STATE_MURPHY,DEPUTY UNDER SECRETARY OF STATE MURPHY,CanonicalEntity,Person,Deputy Under Secretary of State Murphy,normalized_label,1.0,
CANONICAL_ENTITY:DERTINGER,DERTINGER,CanonicalEntity,Person,Dertinger,dictionary; normalized_label,6.0,
CANONICAL_ENTITY:DERVIS,DERVIS,CanonicalEntity,Person,Dervis,normalized_label,1.0,
CANONICAL_ENTITY:DERVISHI,DERVISHI,CanonicalEntity,Person,Dervishi,normalized_label,1.0,
CANONICAL_ENTITY:DESHMUKH,DESHMUKH,CanonicalEntity,Person,Deshmukh,dictionary; normalized_label,4.0,
CANONICAL_ENTITY:DEVLIN_COMMISSION,DEVLIN COMMISSION,CanonicalEntity,Organization,Devlin Commission,normalized_label,1.0,
CANONICAL_ENTITY:DEWEY,DEWEY,CanonicalEntity,Person,Dewey,normalized_label,1.0,
CANONICAL_ENTITY:DE_CASTRIES,DE CASTRIES,CanonicalEntity,Person,Colonel de Castries,dictionary; normalized_label,4.0,
CANONICAL_ENTITY:DE_CASTRO,DE CASTRO,CanonicalEntity,Person,De Castro,normalized_label,3.0,
CANONICAL_ENTITY:DE_GASPERI,DE GASPERI,CanonicalEntity,Person,De Gasperi,normalized_label,37.0,
CANONICAL_ENTITY:DE_GASPERI_CABINET,DE GASPERI CABINET,CanonicalEntity,PoliticalGroup,De Gasperi cabinet,normalized_label,1.0,
CANONICAL_ENTITY:DE_GASPERI_FACTION,DE GASPERI FACTION,CanonicalEntity,PoliticalGroup,De Gasperi faction,normalized_label,1.0,
CANONICAL_ENTITY:DE_GASPERI_GOVERNMENT,DE GASPERI GOVERNMENT,CanonicalEntity,Government,De Gasperi government,normalized_label,3.0,
CANONICAL_ENTITY:DE_GASPERI_GRUBER_AGREEMENT,DE GASPERI - GRUBER AGREEMENT,CanonicalEntity,Document,De Gasperi - Gruber agreement,normalized_label,1.0,
CANONICAL_ENTITY:DE_GAULLE,DE GAULLE,CanonicalEntity,Person,De Gaulle,dictionary; normalized_label,301.0,
CANONICAL_ENTITY:DE_GAULLES_REGIME,DE GAULLES REGIME,CanonicalEntity,Government,De Gaulle regime,dictionary; normalized_label,2.0,
CANONICAL_ENTITY:DE_LA_GUARDIA,DE LA GUARDIA,CanonicalEntity,Person,De la Guardia,dictionary; normalized_label,15.0,
CANONICAL_ENTITY:DE_LA_GUARDIA_ADMINISTRATION,DE LA GUARDIA ADMINISTRATION,CanonicalEntity,Government,De la Guardia administration,normalized_label,1.0,
CANONICAL_ENTITY:DE_LA_GUARDIA_GOVERNMENT,DE LA GUARDIA GOVERNMENT,CanonicalEntity,Government,De la Guardia government,normalized_label,5.0,
CANONICAL_ENTITY:DE_SCHRIJVER,DE SCHRIJVER,CanonicalEntity,Person,August de Schrijver,dictionary; normalized_label,4.0,
CANONICAL_ENTITY:DE_SEYNES,DE SEYNES,CanonicalEntity,Person,De Seynes,normalized_label,1.0,
CANONICAL_ENTITY:DE_SOLA,DE SOLA,CanonicalEntity,Person,de Sola,normalized_label,1.0,
CANONICAL_ENTITY:DE_STAERCKE,DE STAERCKE,CanonicalEntity,Person,De Staercke,normalized_label,1.0,
CANONICAL_ENTITY:DE_ZOYSA,DE ZOYSA,CanonicalEntity,Person,de Zoysa,normalized_label,1.0,
CANONICAL_ENTITY:DHAHRAN,DHAHRAN,CanonicalEntity,Location,Dhahran,dictionary; normalized_label,6.0,
CANONICAL_ENTITY:DHAHRAN_AIR_BASE,DHAHRAN AIR BASE,CanonicalEntity,Location,Dhahran Air Base,normalized_label,1.0,
CANONICAL_ENTITY:DHAHRAN_AIR_BASE_AGREEMENT,DHAHRAN AIR BASE AGREEMENT,CanonicalEntity,Document,Dhahran Air Base Agreement,normalized_label,1.0,
CANONICAL_ENTITY:DHU_AL_FIQAR_SABRI,DHU AL-FIQAR SABRI,CanonicalEntity,Person,Dhu al-Fiqar Sabri,normalized_label,1.0,
CANONICAL_ENTITY:DIA,DIA,CanonicalEntity,Person,Dia,normalized_label,1.0,
CANONICAL_ENTITY:DIAH,DIAH,CanonicalEntity,Person,Diah,normalized_label,1.0,
CANONICAL_ENTITY:DIALLO_SAIFOULAYE,DIALLO SAIFOULAYE,CanonicalEntity,Person,Diallo Saifoulaye,normalized_label,2.0,
CANONICAL_ENTITY:DIARIO_DE_LA_MARINA,DIARIO DE LA MARINA,CanonicalEntity,Document; Organization,Diario de la Marina,normalized_label,2.0,
CANONICAL_ENTITY:DIARIO_DE_NOTICIAS,DIARIO DE NOTICIAS,CanonicalEntity,Organization,Diario de Noticias,normalized_label,1.0,
CANONICAL_ENTITY:DIEFENBAKER,DIEFENBAKER,CanonicalEntity,Person,Diefenbaker,normalized_label,1.0,
CANONICAL_ENTITY:DIEFENBAKER_GOVERNMENT,DIEFENBAKER GOVERNMENT,CanonicalEntity,Government,Diefenbaker government,normalized_label,2.0,
CANONICAL_ENTITY:DIEM,DIEM,CanonicalEntity,Person,Ngo Dinh Diem,dictionary; normalized_label,155.0,
CANONICAL_ENTITY:DIEMS_CABINET,DIEMS CABINET,CanonicalEntity,Government,Diem's cabinet,normalized_label,1.0,
CANONICAL_ENTITY:DIEM_GOVERNMENT,DIEM GOVERNMENT,CanonicalEntity,Government; PoliticalGroup,Diem government,dictionary; normalized_label,53.0,
CANONICAL_ENTITY:DIEM_REGIME,DIEM REGIME,CanonicalEntity,Government; PoliticalGroup,Diem regime,normalized_label,9.0,
CANONICAL_ENTITY:DIEN_BIEN_PHU,DIEN BIEN PHU,CanonicalEntity,Location,Dien Bien Phu,normalized_label,59.0,
CANONICAL_ENTITY:DIETRICH,DIETRICH,CanonicalEntity,Person,Dietrich,normalized_label,1.0,
CANONICAL_ENTITY:DIE_VADERLAND,DIE VADERLAND,CanonicalEntity,Organization,Die Vaderland,normalized_label,1.0,
CANONICAL_ENTITY:DIGHENIS,DIGHENIS,CanonicalEntity,Person,Dighenis,normalized_label,1.0,
CANONICAL_ENTITY:DIKHEILA_AIRFIELD,DIKHEILA AIRFIELD,CanonicalEntity,Location,Dikheila airfield,normalized_label,2.0,
CANONICAL_ENTITY:DIKHEILA_AIR_BASE,DIKHEILA AIR BASE,CanonicalEntity,Location,Dikheila air base,normalized_label,1.0,
CANONICAL_ENTITY:DIMITRIOS_LAMBRAKIS,DIMITRIOS LAMBRAKIS,CanonicalEntity,Person,Dimitrios Lambrakis,normalized_label,1.0,
CANONICAL_ENTITY:DINO_GENTILI,DINO GENTILI,CanonicalEntity,Person,Dino Gentili,normalized_label,1.0,
CANONICAL_ENTITY:DIORI,DIORI,CanonicalEntity,Person,Diori,dictionary; normalized_label,3.0,
CANONICAL_ENTITY:DIOSDADO_MACAPAGAL,DIOSDADO MACAPAGAL,CanonicalEntity,Person,Diosdado Macapagal,dictionary; normalized_label,3.0,
CANONICAL_ENTITY:DIR,DIR,CanonicalEntity,Location,Dir,normalized_label,1.0,
CANONICAL_ENTITY:DIRECTOR,DIRECTOR,CanonicalEntity,Other; Person,The Director,dictionary; normalized_label,448.0,
CANONICAL_ENTITY:DIRECTORATE_GENERAL_OF_POLICE_AND_SECURITY,DIRECTORATE GENERAL OF POLICE AND SECURITY,CanonicalEntity,Organization,Directorate General of Police and Security,normalized_label,1.0,
CANONICAL_ENTITY:DIRECTORATE_OF_LOCAL_ANTIAIRCRAFT_DEFENSE,DIRECTORATE OF LOCAL ANTIAIRCRAFT DEFENSE,CanonicalEntity,Military,Directorate of Local Antiaircraft Defense,normalized_label,1.0,
CANONICAL_ENTITY:DIRECTOR_FEDERAL_BUREAU_OF_INVESTIGATION,"DIRECTOR, FEDERAL BUREAU OF INVESTIGATION",CanonicalEntity,Person,"Director, Federal Bureau of Investigation",normalized_label,1.0,
CANONICAL_ENTITY:DIRECTOR_INTERNATIONAL_COOPERATION_ADMINISTRATION,"DIRECTOR, INTERNATIONAL COOPERATION ADMINISTRATION",CanonicalEntity,Other; Person,"Director, International Cooperation Administration",normalized_label,10.0,
CANONICAL_ENTITY:DIRECTOR_NATIONAL_INDICATIONS_CENTER,"DIRECTOR, NATIONAL INDICATIONS CENTER",CanonicalEntity,Person,"Director, National Indications Center",normalized_label,1.0,
CANONICAL_ENTITY:DIRECTOR_NATIONAL_SECURITY_AGENCY,"DIRECTOR, NATIONAL SECURITY AGENCY",CanonicalEntity,Person,"Director, National Security Agency",normalized_label,1.0,
CANONICAL_ENTITY:DIRECTOR_OFFICE_OF_CIVIL_AND_DEFENSE_MOBILIZATION,"DIRECTOR, OFFICE OF CIVIL AND DEFENSE MOBILIZATION",CanonicalEntity,Person,"Director, Office of Civil and Defense Mobilization",normalized_label,1.0,
CANONICAL_ENTITY:DIRECTOR_OF_CENTRAL_INTELLIGENCE,DIRECTOR OF CENTRAL INTELLIGENCE,CanonicalEntity,Organization; Person,Director of Central Intelligence,normalized_label,3.0,
CANONICAL_ENTITY:DIRECTOR_OF_INTELLIGENCE_AND_RESEARCH,DIRECTOR OF INTELLIGENCE AND RESEARCH,CanonicalEntity,Other; Person,Director of Intelligence and Research,normalized_label,3.0,
