normalized_label,canonical_label_current,mention_count,unique_docs,source_types,example_mentions,in_alias_dictionary
KUO MO-JO,KUO MO-JO,3,3,Person,Kuo Mo-jo,False
KWAK SANG-HUN,KWAK SANG-HUN,3,3,Person,Kwak Sang-hun,False
KWANGSI PROVINCE,KWANGSI PROVINCE,3,3,Location,Kwangsi Province,False
KWANGTUNG PROVINCE,KWANGTUNG,3,3,Location,Kwangtung Province,True
LABOR GOVERNMENT,LABOR GOVERNMENT,3,3,Government; PoliticalGroup,Labor government,False
LABOR UNIONS,LABOR UNIONS,3,3,Organization,labor unions; Labor unions,False
LANKA SAMA SAMAJ,LANKA SAMA SAMAJ PARTY (LSSP),3,3,PoliticalGroup,Lanka Sama Samaj,True
LANKA SAMA SAMAJ PARTY (LSSP),LANKA SAMA SAMAJ PARTY (LSSP),3,3,PoliticalGroup,Lanka Sama Samaj Party (LSSP); Lanka Sama Samaj party (LSSP),False
LAO KAY,LAO KAY,3,3,Location,Lao Kay,False
LAOKAY,LAOKAY,3,3,Location,Laokay,False
LASZLO RAJK,LASZLO RAJK,3,3,Person,Laszlo Rajk,False
LEBANESE PRESIDENT,LEBANSE PRESIDENT CHAMOUN,3,3,Person,Lebanese President,True
LEOPOLDVILLE REGIME,LEOPOLDVILLE REGIME,3,3,Government,Leopoldville regime,False
LHUMANITÉ,LHUMANITÉ,3,3,Organization,L’Humanité; L'Humanité,False
LIBERAL SOCIALISTS,LIBERAL SOCIALISTS,3,3,PoliticalGroup,Liberal Socialists,False
LODGE,AMBASSADOR LODGE,3,3,Person,Lodge,True
LORD SALISBURY,LORD SALISBURY,3,3,Person,Lord Salisbury,False
LUDWIG ERHARD,LUDWIG ERHARD,3,3,Person,Ludwig Erhard,False
M. D. BAGIROV,M. D. BAGIROV,3,3,Person,M. D. Bagirov,False
MACDONALD,MALCOLM MACDONALD,3,3,Person,MacDonald,True
MACVEAGH,MACVEAGH,3,3,Person,MacVeagh,False
MADEIRA KEITA,MADEIRA KEITA,3,3,Person,Madeira Keita,False
MAFRAQ,MAFRAQ,3,3,Location,Mafraq,False
MAGLOIRE,PAUL MAGLOIRE,3,3,Person,Magloire,True
MAHJOUB BEN SEDDIK,MAHJOUB BEN SEDDIK,3,3,Person,Mahjoub ben Seddik; Mahjoub Ben Seddik,False
MAJOR GENERAL TEIMUR BAKHTIAR,GENERAL BAKHTIAR,3,3,Person,Major General Teimur Bakhtiar,True
MAJOR OLIVA,MAJOR OLIVA,3,3,Person,Major Oliva,False
MAJOR SALAH SALIM,SALAH SALIM,3,3,Person,Major Salah Salim,True
MAKKI ABBAS,MAKKI ABBAS,3,3,Person,Makki Abbas,False
MALAN,MALAN,3,3,Person,Malan,False
MALI GOVERNMENT,MALI GOVERNMENT,3,3,Government; Organization,Mali Government,False
MALLORY,AMBASSADOR MALLORY,3,3,Person,Mallory,True
MALTA,MALTA,3,3,Location,Malta,False
MANILA,MANILA,3,3,Location,Manila,False
MARAGHI BEY,MARAGHI BEY,3,3,Person,Maraghi Bey,False
MARAGHI PASHA,MARAGHI PASHA,3,3,Person,Maraghi Pasha,False
MARSHAL AMIR,MARSHAL AMIR,3,3,Person,Marshal Amir,False
MARSHAL DE LATTRE,MARSHAL DE LATTRE,3,3,Person,Marshal de Lattre,False
MATSKEVICH,MATSKEVICH,3,3,Person,Matskevich,False
MATSU ISLAND GROUP,MATSU ISLAND GROUP,3,3,Location,Matsu island group; Matsu Island Group,False
MATSUS,MATSUS,3,3,Location,Matsus,False
MATTEI,MATTEI,3,3,Person,Mattei,False
MAULANA BHASHANI,MAULANA BHASHANI,3,3,Person,Maulana Bhashani,False
MAURICE CHALLE,MAURICE CHALLE,3,3,Person,Maurice Challe,False
MENZIES,MENZIES,3,3,Person,Menzies,False
MEO UNITS,MEO UNITS,3,3,Military,Meo units,False
MESSALI HADJ,MESSALI HADJ,3,3,Person,Messali Hadj,False
MEXICO CITY,MEXICO CITY,3,3,Location,Mexico City,False
MICUNOVIC,MICUNOVIC,3,3,Person,Micunovic,False
MIG-17,MIG-17,3,3,Military,MIG-17,False
MIGUEL ORTIZ PASSARELLI,MIGUEL ORTIZ PASSARELLI,3,3,Person,Miguel Ortiz Passarelli,False
MIKHAIL SUSLOV,SUSLOV,3,3,Person,Mikhail Suslov,True
MILITARY,EGYPTIAN MILITARY,3,3,Military,military,True
MILITARY ASSISTANCE ADVISORY GROUP,MILITARY ASSISTANCE ADVISORY GROUP,3,3,Military; Organization,Military Assistance Advisory Group,False
MINISTER OF DEFENSE,MINISTER OF DEFENSE,3,3,Government; Person,Minister of Defense; minister of defense,False
MINISTRY OF INTERIOR,MINISTRY OF INTERIOR,3,3,Government; Organization,Ministry of Interior,False
MITTERRAND,MITTERRAND,3,3,Person,Mitterrand,False
MNR,MNR,3,3,PoliticalGroup,MNR,False
MOHAMMAD DERAKHSHESH,MOHAMMAD DERAKHSHESH,3,3,Person,Mohammad Derakhshesh,False
MOISE TSHOMBE,TSHOMBÉ,3,3,Person,Moise Tshombe,True
MOLOTOVSK,MOLOTOVSK,3,3,Location,Molotovsk,False
MONGOLIAN PEOPLES REPUBLIC,MONGOLIAN PEOPLES REPUBLIC,3,3,Country,Mongolian People's Republic,False
MOROCCAN CROWN PRINCE MOULAY HASSAN,CROWN PRINCE MOULAY HASSAN,3,3,Person,Moroccan Crown Prince Moulay Hassan,True
MOSLEMS,MOSLEMS,3,3,ReligiousGroup,Moslems,False
MOULMEIN,MOULMEIN,3,3,Location,Moulmein,False
MRS. BANDARANAIKE,BANDARANAIKE,3,3,Person,Mrs. Bandaranaike,True
MULELE,MULELE,3,3,Person,Mulele,False
MUONG PEUN,MUONG PEUN,3,3,Location,Muong Peun,False
MURMANSK,MURMANSK,3,3,Location,Murmansk,False
MYSTERE JET FIGHTERS,MYSTERE JET FIGHTERS,3,3,Military; Other,Mystere jet fighters,False
N. S. KHRUSHCHEV,KHRUSHCHEV,3,3,Person,N. S. Khrushchev,True
NAGY REGIME,NAGY REGIME,3,3,Government; PoliticalGroup,Nagy regime,False
NANCHISHAN,NANCHISHAN,3,3,Location,Nanchishan,False
NANKING,NANKING,3,3,Location,Nanking,False
NANNING,NANNING,3,3,Location,Nanning,False
NATIONAL BANK,IRANIAN NATIONAL BANK,3,3,Organization,National Bank,True
NATIONAL DEMOCRATIC PARTY (NDP),NATIONAL DEMOCRATIC PARTY,3,3,PoliticalGroup,National Democratic Party (NDP); National Democratic party (NDP),True
NATIONAL RADICAL UNION,NATIONAL RADICAL UNION,3,3,PoliticalGroup,National Radical Union,False
NATIONAL RESISTANCE MOVEMENT,NATIONAL RESISTANCE MOVEMENT,3,3,PoliticalGroup,National Resistance Movement,False
NATIONAL SOCIALIST PARTY,NATIONAL SOCIALIST PARTY,3,3,PoliticalGroup,National Socialist Party; National Socialist party,False
NATIONAL UNION OF POPULAR FORCES (UNFP),NATIONAL UNION OF POPULAR FORCES,3,3,PoliticalGroup,National Union of Popular Forces (UNFP),True
NATIONAL VOICE OF IRAN,NATIONAL VOICE OF IRAN,3,3,Organization,National Voice of Iran,False
NATIONALIST DEMOCRATIC MOVEMENT (MDN),NATIONALIST DEMOCRATIC MOVEMENT (MDN),3,3,PoliticalGroup,Nationalist Democratic Movement (MDN),False
NEHRU GOVERNMENT,NEHRU GOVERNMENT,3,3,Government,Nehru government,False
NGON SANANIKONE,NGON SANANIKONE,3,3,Person,Ngon Sananikone,False
NIKOLAEV,NIKOLAEV,3,3,Location,Nikolaev,False
NIKOLAI BELYAYEV,NIKOLAI BELYAYEV,3,3,Person,Nikolai Belyayev,False
NIKOLAY IGNATOV,NIKOLAY IGNATOV,3,3,Person,Nikolay Ignatov,False
NIZAM AL-DIN,NIZAM AL-DIN,3,3,Person,Nizam al-Din,False
NOON,NOON,3,3,Person,Noon,False
NORTH KOREAN ARMY,NORTH KOREAN ARMY,3,3,Military,North Korean Army; North Korean army,False
NORTH KOREANS,NORTH KOREANS,3,3,Country; PoliticalGroup,North Koreans,False
ODESSA,ODESSA,3,3,Location,Odessa,False
ORBIT COUNTRIES,ORBIT COUNTRIES,3,3,Other; PoliticalGroup,Orbit countries,False
OSLO,OSLO,3,3,Location,Oslo,False
OTTO GROTEWOHL,GROTEWOHL,3,3,Person,Otto Grotewohl,True
OVERSEAS CHINESE,OVERSEAS CHINESE,3,3,Other,Overseas Chinese,False
PA DONG,PA DONG,3,3,Location,Pa Dong,False
PAEK,PAEK,3,3,Person,Paek,False
PAKISTANI PRIME MINISTER,PAKISTANI PRIME MINISTER,3,3,Person,Pakistani Prime Minister; Pakistani prime minister,False
PANAMA CANAL,PANAMA CANAL,3,3,Location; Other,Panama Canal,False
PANAMANIAN NATIONAL GUARD,PANAMANIAN NATIONAL GUARD,3,3,Military,Panamanian National Guard,False
PANIKKAR,INDIAN AMBASSADOR,3,3,Person,Panikkar,True
PAP,PEOPLES ACTION PARTY,3,3,Organization; PoliticalGroup,PAP,True
PAPAL NUNCIO,PAPAL NUNCIO,3,3,Other; Person,Papal Nuncio; papal nuncio,False
PAUL ELY,PAUL ELY,3,3,Person,Paul Ely,False
PAUL MAGLOIRE,PAUL MAGLOIRE,3,3,Person,Paul Magloire,False
PAUL-HENRI SPAAK,PAUL-HENRI SPAAK,3,3,Person,Paul-Henri Spaak,False
PEACE PARTISANS,PEACE PARTISANS,3,3,PoliticalGroup,Peace Partisans,False
PEASANT PARTY,PEASANT PARTY,3,3,PoliticalGroup,Peasant Party,False
PEDRO ARAMBURU,ARAMBURU,3,3,Person,Pedro Aramburu,True
PEIPING GOVERNMENT,PEIPING GOVERNMENT,3,3,Government,Peiping government,False
PENG TEH-HUAI,PENG TEH-HUAI,3,3,Person,Peng Teh-huai,False
PEOPLES ACTION PARTY (PAP),PEOPLES ACTION PARTY,3,3,PoliticalGroup,People's Action Party (PAP); Peoples Action Party (PAP),True
PEOPLES DEMOCRATIC PARTY (PDP),PEOPLES DEMOCRATIC PARTY,3,3,PoliticalGroup,People's Democratic Party (PDP); People’s Democratic party (PDP); People's Democratic party (PDP),True
PERBEPSI,PERBEPSI,3,3,Organization; PoliticalGroup,PERBEPSI,False
PERSIAN GULF,PERSIAN GULF,3,3,Location,Persian Gulf,False
PEURIFOY,AMBASSADOR PEURIFOY,3,3,Person,Peurifoy,True
PHIBUN GOVERNMENT,PHIBUN GOVERNMENT,3,3,Government,Phibun Government; Phibun government,False
PHILIPPINE LIBERAL PARTY,PHILIPPINE LIBERAL PARTY,3,3,PoliticalGroup,Philippine Liberal Party,False
PHONG HONG,PHONG HONG,3,3,Location,Phong Hong,False
PHOUMI FORCES,PHOUMI FORCES,3,3,Military,Phoumi forces,False
PIERRE JUMAYYIL,PIERRE JUMAYYIL,3,3,Person,Pierre Jumayyil,False
PIERRE MENDES-FRANCE,MENDES-FRANCE,3,3,Person,Pierre Mendes-France,True
POLICE DIRECTOR GENERAL PHAO,POLICE DIRECTOR GENERAL PHAO,3,3,Person,Police Director General Phao,False
POLISH ARMY,POLISH ARMY,3,3,Military,Polish Army,False
POLISH DELEGATION,POLISH DELEGATION,3,3,Other; PoliticalGroup,Polish delegation,False
POLISH PARTY,POLISH COMMUNIST PARTY,3,3,PoliticalGroup,Polish party; Polish Party,True
POLISH REGIME,POLISH REGIME,3,3,Government,Polish regime,False
POLISH TANKER PRACA,POLISH TANKER PRACA,3,3,Other,Polish tanker Praca,False
POLITIKA,POLITIKA,3,3,Organization; Other,Politika,False
PONCE ENRIQUEZ,PONCE ENRIQUEZ,3,3,Person,Ponce Enriquez,False
POPULAR RESISTANCE FORCE,POPULAR RESISTANCE FORCES,3,3,Military,Popular Resistance Force,True
POPULAR SOCIALIST (COMMUNIST) PARTY OF CUBA,POPULAR SOCIALIST (COMMUNIST) PARTY OF CUBA,3,3,PoliticalGroup,Popular Socialist (Communist) party of Cuba,False
POPULAR SOCIALIST PARTY,POPULAR SOCIALIST PARTY,3,3,PoliticalGroup,Popular Socialist Party; Popular Socialist party,False
PORT ARTHUR,PORT ARTHUR,3,3,Location,Port Arthur,False
PORTUGUESE AUTHORITIES,PORTUGUESE AUTHORITIES,3,3,Government,Portuguese authorities,False
POTE,POTE,3,3,Person,Pote,False
PREMIER ABBOUD,ABBOUD,3,3,Person,Premier Abboud,True
PREMIER BUU LOC,BUU LOC,3,3,Person,Premier Buu Loc,True
PREMIER IBRAHIM,IBRAHIM,3,3,Person,Premier Ibrahim,True
PREMIER KATAY,KATAY,3,3,Person,Premier Katay,True
PREMIER KHRUSHCHEV,KHRUSHCHEV,3,3,Person,Premier Khrushchev,True
PREMIER NASR,NASR,3,3,Person,Premier Nasr,True
PREMIER PHOUI,PHOUI,3,3,Person,Premier Phoui,True
PREMIER PLEVEN,PREMIER PLEVEN,3,3,Person,Premier Pleven,False
PREMIER QASIM,QASIM,3,3,Person,Premier Qasim,True
PREMIER SARIT,SARIT,3,3,Person,Premier Sarit,True
PREMIER SIROKY,SIROKY,3,3,Person,Premier Siroky,True
PRESIDENT AHIDJO,AHIDJO,3,3,Person,President Ahidjo,True
PRESIDENT ARAMBURU,ARAMBURU,3,3,Person,President Aramburu,True
PRESIDENT BAYAR,BAYAR,3,3,Person,President Bayar,True
PRESIDENT CASTILLO ARMAS,CASTILLO ARMAS,3,3,Person,President Castillo Armas,True
PRESIDENT CHIARI,PRESIDENT CHIARI,3,3,Person,President Chiari,False
PRESIDENT LOPEZ MATEOS,LOPEZ MATEOS,3,3,Person,President Lopez Mateos,True
PRESIDENT NAGIB,GENERAL NAGIB,3,3,Person,President Nagib,True
PRESIDENT PAASIKIVI,PRESIDENT PAASIKIVI,3,3,Person,President Paasikivi,False
PRESIDENT PEREZ JIMENEZ,PRESIDENT PEREZ,3,3,Person,President Perez Jimenez,True
PRICA,PRICA,3,3,Person,Prica,False
PRIDI PHANOMYONG,PRIDI PHANOMYONG,3,3,Person,Pridi Phanomyong,False
PRIME MINISTER BEN HALIM,PRIME MINISTER BEN HALIM,3,3,Person,Prime Minister Ben Halim,False
PRIME MINISTER EDEN,PRIME MINISTER EDEN,3,3,Person,Prime Minister Eden,False
PRIME MINISTER MALAN,PRIME MINISTER MALAN,3,3,Person,Prime Minister Malan,False
PRIME MINISTER MUNTASSER,PRIME MINISTER MUNTASSER,3,3,Person,Prime Minister Muntasser,False
PRIME MINISTER PYUN,PRIME MINISTER PYUN,3,3,Person,Prime Minister Pyun,False
PRIME MINISTER SOUVANNA PHOUMA,PRIME MINISTER SOUVANNA PHOUMA,3,3,Person,Prime Minister Souvanna Phouma,False
PRIME MINISTER VENIZELOS,GREEK PRIME MINISTER VENIZELOS,3,3,Person,Prime Minister Venizelos,True
PRINCE NAIF,PRINCE NAIF,3,3,Person,Prince Naif,False
PROVISIONAL ALGERIAN GOVERNMENT (PAG),ALGERIAN PROVISIONAL GOVERNMENT,3,3,PoliticalGroup,Provisional Algerian Government (PAG),True
QUADROS ADMINISTRATION,QUADROS ADMINISTRATION,3,3,Government; PoliticalGroup,Quadros administration,False
RAFAEL TRUJILLO,TRUJILLO,3,3,Person,Rafael Trujillo,True
RALLY OF THE FRENCH PEOPLE,RALLY OF THE FRENCH PEOPLE,3,3,PoliticalGroup,Rally of the French People,False
RALPH BUNCHE,RALPH BUNCHE,3,3,Person,Ralph Bunche,False
RAMON VILLEDA MORALES,RAMON VILLEDA MORALES,3,3,Person,Ramon Villeda Morales,False
RAPACKI PLAN,RAPACKI PLAN,3,3,Document; Other,Rapacki plan; Rapacki Plan,False
RECONSTRUCTION FINANCE CORPORATION,RECONSTRUCTION FINANCE CORPORATION,3,3,Organization,Reconstruction Finance Corporation,False
REPUBLIC OF CONGO,REPUBLIC OF CONGO,3,3,Country,Republic of Congo,False
RESIDENT GENERAL GUILLAUME,RESIDENT GENERAL GUILLAUME,3,3,Person,Resident General Guillaume,False
RHODESIA,SOUTHERN RHODESIA,3,3,Country; Location,Rhodesia,True
RIAHI,RIAHI,3,3,Person,Riahi,False
RIAS,RIAS,3,3,Organization; Other,RIAS,False
ROBERTO ARIAS,ROBERTO ARIAS,3,3,Person,Roberto Arias,False
ROBERTSON,GENERAL ROBERTSON,3,3,Person,Robertson,True
ROJAS PINILLA,ROJAS PINILLA,3,3,Person,Rojas Pinilla,False
ROK,ROK,3,3,Government; PoliticalGroup,ROK,False
ROKOSSOWSKI,ROKOSSOWSKI,3,3,Person,Rokossowski,False
ROYAL DUTCH SHELL,ROYAL DUTCH SHELL,3,3,Organization,Royal Dutch Shell,False
ROYAL LAOTIAN GOVERNMENT,LAOTIAN GOVERNMENT,3,3,Government,Royal Laotian Government,True
RUDOLF SLANSKY,RUDOLF SLANSKY,3,3,Person,Rudolf Slansky,False
RUSSELL,RUSSELL,3,3,Person,Russell,False
RUSSIANS,RUSSIANS,3,3,Country; Other; PoliticalGroup,Russians,False
S. D. IGNATIEV,S. D. IGNATIEV,3,3,Person,S. D. Ignatiev,False
S. W. R. D. BANDARANAIKE,BANDARANAIKE,3,3,Person,S. W. R. D. Bandaranaike,True
SABRI AL ASALI,SABRI AL ASALI,3,3,Person,Sabri al Asali,False
SAIMAA CANAL,SAIMAA CANAL,3,3,Other,Saimaa Canal,False
SAINTENY,JEAN SAINTENY,3,3,Person,Sainteny,True
SALAM,SAIB SALAM,3,3,Person,Salam,True
SALVADORAN ARMY,SALVADORAN ARMY,3,3,Military,Salvadoran Army,False
SAMI SOLH,SAMI SOLH,3,3,Person,Sami Solh,False
SAN SALVADOR,SAN SALVADOR,3,3,Location,San Salvador,False
SCHAEFFER,SCHAEFFER,3,3,Person,Schaeffer,False
SCHAERF,PRESIDENT SCHAERF,3,3,Person,Schaerf,True
SCHUMACHER,KURT SCHUMACHER,3,3,Person,Schumacher,True
SEA OF JAPAN,SEA OF JAPAN,3,3,Location,Sea of Japan,False
SECOND MILITARY REGION,SECOND MILITARY REGION,3,3,Military,Second Military Region,False
SECRETARY OF STATE DULLES,SECRETARY OF STATE,3,3,Person,Secretary of State Dulles,True
SEJM,SEJM,3,3,Government; Organization; Other,Sejm,False
SEKOU TOURE,SEKOU TOURÉ,3,3,Person,Sekou Toure,True
SENATE,IRANIAN SENATE,3,3,Government; Organization,Senate,True
SENGHOR,LEOPOLD SENGHOR,3,3,Person,Senghor,True
SENO MILITARY BASE,SENO MILITARY BASE,3,3,Location,Seno military base,False
SEVENTH FLEET,US SEVENTH FLEET,3,3,Military,Seventh Fleet,True
SHAH WALI KHAN,SHAH WALI KHAN,3,3,Person,Shah Wali Khan,False
SHAMMAR TRIBESMEN,SHAMMAR TRIBESMEN,3,3,Military; Other; PoliticalGroup,Shammar tribesmen,False
SHARIF NASIR,SHARIF NASIR,3,3,Person,Sharif Nasir,False
SHARM EL SHEIKH,SHARM EL SHEIKH,3,3,Location,Sharm el Sheikh,False
SHATT-AL-ARAB RIVER,SHATT-AL-ARAB RIVER,3,3,Location,Shatt-al-Arab River,False
SHAWKAT SHUQAYR,SHUQAYR,3,3,Person,Shawkat Shuqayr,True
SHEHU,SHEHU,3,3,Person,Shehu,False
SIANTAR,SIANTAR,3,3,Location,Siantar,False
SINKIANG,SINKIANG,3,3,Location,Sinkiang,False
SINO-SOVIET FRIENDSHIP ASSOCIATION,SINO-SOVIET FRIENDSHIP ASSOCIATION,3,3,Organization,Sino-Soviet Friendship Association,False
SIR GRANTLEY ADAMS,SIR GRANTLEY ADAMS,3,3,Person,Sir Grantley Adams,False
SOBOLEV,SOBOLEV,3,3,Person,Sobolev,False
SOCIALIST LEADERS,SOCIALIST LEADERS,3,3,PoliticalGroup,Socialist leaders,False
SOLOK,SOLOK,3,3,Location,Solok,False
SOUTH VIETNAMESE ARMY,SOUTH VIETNAMESE ARMY,3,3,Military,South Vietnamese army; South Vietnamese Army,False
SOVIET,SOVIET UNION,3,3,Country; Government; PoliticalGroup,Soviet,True
SOVIET ARMY,SOVIET ARMY,3,3,Military,Soviet army; Soviet Army,False
SOVIET FORCES,SOVIET FORCES,3,3,Military,Soviet forces,False
SOVIET HIGH COMMISSIONER,SOVIET HIGH COMMISSIONER,3,3,Government; Other; Person,Soviet High Commissioner; Soviet high commissioner,False
SOVIET LEADERSHIP,SOVIET LEADERS,3,3,Government,Soviet leadership,True
SOVIET MILITARY ESTABLISHMENT,SOVIET MILITARY ESTABLISHMENT,3,3,Military,Soviet military establishment,False
SOVIET MINISTRY OF FOREIGN AFFAIRS,SOVIET FOREIGN MINISTRY,3,3,Government; Organization,Soviet Ministry of Foreign Affairs,True
SOVIET MISSION,SOVIET MISSION,3,3,Organization; Other,Soviet Mission; Soviet mission,False
SOVIET NAVY,SOVIET NAVY,3,3,Military,Soviet Navy,False
SOVIET PACIFIC FLEET,SOVIET PACIFIC FLEET,3,3,Military,Soviet Pacific Fleet,False
SOVIET REPRESENTATIVES,SOVIET REPRESENTATIVES,3,3,Organization,Soviet representatives,False
SOVIET TRADE UNION COUNCIL,SOVIET TRADE UNION COUNCIL,3,3,Organization,Soviet Trade Union Council,False
SOVIET UN DELEGATE,SOVIET UN DELEGATE,3,3,Person,Soviet UN delegate,False
SOVIET UN DELEGATION,SOVIET DELEGATION,3,3,Organization,Soviet UN delegation,True
SOVIET ZONE,SOVIET ZONE,3,3,Location; Military,Soviet Zone,False
SPANISH AMBASSADOR,SPANISH AMBASSADOR,3,3,Person,Spanish Ambassador,False
SPANISH MOROCCO,SPANISH MOROCCO,3,3,Location,Spanish Morocco,False
STATE DEPARTMENT,DEPARTMENT OF STATE,3,3,Government; Organization,State Department,True
STATE PLANNING COMMISSION,STATE PLANNING COMMISSION,3,3,Organization,State Planning Commission,False
SUDANESE MILITARY GOVERNMENT,SUDANESE GOVERNMENT,3,3,Government,Sudanese military government; Sudanese Military Government,True
SULAIMAN,SULAIMAN,3,3,Person,Sulaiman,False
SULTAN OF MOROCCO,SULTAN OF MOROCCO,3,3,Person,Sultan of Morocco; sultan of Morocco,False
SUPOR,SUPOR,3,3,Organization,SUPOR,False
SUPREME COURT,SUPREME COURT,3,3,Government; Organization; Other,Supreme Court,False
SWATOW,SWATOW,3,3,Location,Swatow,False
SWISS GOVERNMENT,SWISS GOVERNMENT,3,3,Government,Swiss Government; Swiss government,False
SYRIAN ARMY CHIEF OF STAFF,SYRIAN ARMY CHIEF OF STAFF,3,3,Military; Person,Syrian Army Chief of Staff,False
SYRIAN CHIEF OF STAFF BIZRI,SYRIAN CHIEF OF STAFF BIZRI,3,3,Person,Syrian Chief of Staff Bizri,False
SYRIAN FOREIGN MINISTRY,SYRIAN FOREIGN MINISTRY,3,3,Organization,Syrian Foreign Ministry,False
SYRIAN SOCIAL NATIONALIST PARTY,SYRIAN SOCIAL NATIONALIST PARTY,3,3,PoliticalGroup,Syrian Social Nationalist Party,False
TAIF,TAIF,3,3,Location,Taif,False
TAKETORA OGATA,OGATA,3,3,Person,Taketora Ogata,True
TAVIANI,TAVIANI,3,3,Person,Taviani,False
TBILISI,TBILISI,3,3,Location,Tbilisi,False
TEGUCIGALPA,TEGUCIGALPA,3,3,Location,Tegucigalpa,False
THAI PREMIER,THAI PREMIER,3,3,Person,Thai Premier; Thai premier,False
THAN TUN,THAKIN THAN TUN,3,3,Person,Than Tun,True
THE ATTORNEY GENERAL,ATTORNEY GENERAL,3,3,Person,The Attorney General,True
THE WHITE HOUSE,EXECUTIVE OFFICES OF THE WHITE HOUSE,3,3,Government; Organization,The White House,True
THEODOR BLANK,THEODOR BLANK,3,3,Person,Theodor Blank,False
THORS,THORS,3,3,Person,Thors,False
TIANG SIRIKHAN,TIANG SIRIKHAN,3,3,Person,Tiang Sirikhan,False
TIENTSIN,TIENTSIN,3,3,Location,Tientsin,False
TOURE,TOURE,3,3,Person,Toure,False
TRANSCAUCASUS,TRANSCAUCASUS,3,3,Location,Transcaucasus,False
TREASURY,TREASURY,3,3,Government,Treasury,False
TRINQUIER,COLONEL TRINQUIER,3,3,Person,Trinquier,True
TRUMAN,TRUMAN,3,3,Person,Truman,False
TSHOMBÉS GOVERNMENT,TSHOMBÉS GOVERNMENT,3,3,Government,Tshombé's government,False
TUNISIAN NATIONALISTS,TUNISIAN NATIONALISTS,3,3,PoliticalGroup,Tunisian nationalists,False
TUNISIAN-ALGERIAN BORDER,TUNISIAN-ALGERIAN BORDER,3,3,Location,Tunisian-Algerian border,False
TYLER,TYLER,3,3,Person,Tyler,False
U BA SWE,BA SWE,3,3,Person,U Ba Swe,True
UAR (SYRIA),UAR (SYRIA),3,3,Country; Government,UAR (Syria),False
UAR EMBASSY,UAR EMBASSY,3,3,Organization,UAR Embassy,False
UK HIGH COMMISSIONER,UK HIGH COMMISSIONER,3,3,Government; Organization; Person,UK High Commissioner,False
UN ECONOMIC COMMISSION FOR EUROPE,ECONOMIC COMMISSION FOR EUROPE,3,3,Organization,UN Economic Commission for Europe,True
UN SECRETARY GENERAL,UN SECRETARY GENERAL,3,3,Organization; Other,UN Secretary General,False
UN TRUCE SUPERVISOR BURNS,UN TRUCE SUPERVISOR BURNS,3,3,Person,UN truce supervisor Burns; UN Truce Supervisor Burns,False
UNDER SECRETARY OF STATE FOR ECONOMIC AFFAIRS,UNDER SECRETARY OF STATE,3,3,Other; Person,Under Secretary of State for Economic Affairs,True
UNION OF THE CAMEROONS POPULATION,UNION OF THE CAMEROONS POPULATION,3,3,PoliticalGroup,Union of the Cameroons Population,False
UNIONIST PARTY,NATIONAL UNIONIST PARTY,3,3,PoliticalGroup,Unionist party,True
UNITED DEMOCRATIC LEFT (EDA),UNITED DEMOCRATIC LEFT,3,3,PoliticalGroup,United Democratic Left (EDA),True
UPPER VOLTA,UPPER VOLTA,3,3,Country,Upper Volta,False
US AIR ATTACHÉ,US AIR ATTACHÉ,3,3,Organization; Other,US Air Attaché; US air attaché,False
US AMBASSADOR BRIGGS,AMBASSADOR BRIGGS,3,3,Person,US Ambassador Briggs,True
US AMBASSADOR GRADY,US AMBASSADOR GRADY,3,3,Person,US Ambassador Grady,False
US EMBASSY IN BANGKOK,AMERICAN EMBASSY IN BANGKOK,3,3,Organization,US Embassy in Bangkok,True
US EMBASSY IN RANGOON,AMERICAN EMBASSY IN RANGOON,3,3,Organization,US Embassy in Rangoon,True
US EMBASSY IN WARSAW,AMERICAN EMBASSY,3,3,Organization,US Embassy in Warsaw,True
US LEGATION IN SAIGON,US LEGATION IN SAIGON,3,3,Organization,US Legation in Saigon,False
US-JAPANESE SECURITY TREATY,US-JAPANESE SECURITY TREATY,3,3,Document; Other,US-Japanese Security Treaty; US-Japanese security treaty,False
USA,USA,3,3,Country,USA,False
VALKOV,VALKOV,3,3,Person,Valkov,False
VAN ZEELAND,VAN ZEELAND,3,3,Person,Van Zeeland; van Zeeland,False
VASILE LUCA,VASILE LUCA,3,3,Person,Vasile Luca,False
VENEZUELAN COMMUNIST PARTY (PCV),VENEZUELAN COMMUNIST PARTY,3,3,PoliticalGroup,Venezuelan Communist party (PCV),True
VENEZUELAN GOVERNING JUNTA,VENEZUELAN GOVERNING JUNTA,3,3,Government,Venezuelan governing junta,False
VICE CHANCELLOR ERHARD,VICE CHANCELLOR ERHARD,3,3,Person,Vice Chancellor Erhard,False
VICE PREMIER NASR,VICE PREMIER NASR,3,3,Person,Vice Premier Nasr,False
VICENTE LOMBARDO TOLEDANO,VICENTE LOMBARDO TOLEDANO,3,3,Person,Vicente Lombardo Toledano,False
VIENTIANE GOVERNMENT,VIENTIANE GOVERNMENT,3,3,Government; PoliticalGroup,Vientiane government; Vientiane Government,False
VIETNAM NATIONAL ARMY,VIETNAMESE ARMY,3,3,Military,Vietnam National Army,True
VLADIMIROVKA,VLADIMIROVKA,3,3,Location,Vladimirovka,False
VON BRENTANO,HEINRICH VON BRENTANO,3,3,Person,von Brentano,True
