normalized_label,canonical_label_current,mention_count,unique_docs,unique_paragraphs,source_types,primary_type,example_mentions,example_descriptions,top_co_mentions,context_text,in_alias_dictionary
USSR,USSR,103,41,102,Country; Government,Country,USSR,"Former country, now Russia and other states; Soviet Union, involved in international relations and party congress.; The country with which the Dominican Republic desires to re-establish diplomatic relations.; Gained prestige for pro-Lumumba position; Country with which Nigeria sought to establish diplomatic relations; Accused of carrying military personnel to Pathet Lao forces.; Country involved in airlift support; Country endorsing a proposal for a conference on Laos.",LAOS; COMMUNIST CHINA; PEIPING; KHRUSHCHEV; CONGO; PATHET LAO; SOUVANNA PHOUMA; UAR; NORTH VIETNAM; CUBA; EAST GERMANY; UNITED STATES,"USSR || Country Government || LAOS COMMUNIST CHINA PEIPING KHRUSHCHEV CONGO PATHET LAO SOUVANNA PHOUMA UAR NORTH VIETNAM CUBA || Former country, now Russia and other states Soviet Union, involved in international relations and party congress. The country with which the Dominican Republic desires to re-establish diplomatic relations. Gained prestige for pro-Lumumba position Country with which Nigeria sought to establish diplomatic relations Accused of carrying military personnel to Pathet Lao forces.",False
SALAZAR REGIME,SALAZAR REGIME,4,3,4,Government; PoliticalGroup,Government,Salazar Regime; Salazar regime,The political regime led by Prime Minister Salazar in Portugal.; Regime in Portugal that has faced opposition.; Refers to the government of Portugal under Antonio de Oliveira Salazar.; Government in Portugal criticized for its actions.,BRAZIL; PORTUGUESE GOVERNMENT; KATANGA; UN; ALGIERS; USSR; CAPE VERDE ISLANDS; HENRIQUE GALVAO; HUMBERTO DELGADO; LISBON; PORTUGUESE GUINEA; VENEZUELA,SALAZAR REGIME || Government PoliticalGroup || BRAZIL PORTUGUESE GOVERNMENT KATANGA UN ALGIERS USSR CAPE VERDE ISLANDS HENRIQUE GALVAO HUMBERTO DELGADO LISBON || The political regime led by Prime Minister Salazar in Portugal. Regime in Portugal that has faced opposition. Refers to the government of Portugal under Antonio de Oliveira Salazar. Government in Portugal criticized for its actions.,False
SAUDI ARABIA,SAUDI ARABIA,4,3,4,Country,Country,Saudi Arabia,Country where King Saud is trying to bolster his position.; Country where Saud and Faysal are political figures.; One of the original members of the Arab League.; Country interested in Yemen's political situation,ARAB LEAGUE; IRAQ; NASIR; MOROCCO; TUNISIA; JORDAN; UAR; BOURGUIBA; BRITISH BONDHOLDERS; CROWN PRINCE FAYSAL; EAST GERMANY; EUROPEAN COMMON MARKET (EEC),SAUDI ARABIA || Country || ARAB LEAGUE IRAQ NASIR MOROCCO TUNISIA JORDAN UAR BOURGUIBA BRITISH BONDHOLDERS CROWN PRINCE FAYSAL || Country where King Saud is trying to bolster his position. Country where Saud and Faysal are political figures. One of the original members of the Arab League. Country interested in Yemen's political situation,False
SOCIALIST PARTY,SOCIALIST PARTY,4,3,4,PoliticalGroup,PoliticalGroup,Socialist party; Socialist Party,Political party in Belgium involved in the strikes.; Political party countering the government and urging strikers.; Political party involved in the Milan government discussions; A political party in Belgium.,KING BAUDOUIN; BELGIUM; CUBAN NATIONAL DAY; FROL KOZLOV; KHRUSHCHEV; LABOR UNION LEADERS; PREMIER EYSKENS; SOVIET PARTY CENTRAL COMMITTEE; US EMBASSY; WALLOON REGIONS; ANDRE RENARD; EYSKENS GOVERNMENT,SOCIALIST PARTY || PoliticalGroup || KING BAUDOUIN BELGIUM CUBAN NATIONAL DAY FROL KOZLOV KHRUSHCHEV LABOR UNION LEADERS PREMIER EYSKENS SOVIET PARTY CENTRAL COMMITTEE US EMBASSY WALLOON REGIONS || Political party in Belgium involved in the strikes. Political party countering the government and urging strikers. Political party involved in the Milan government discussions A political party in Belgium.,False
UN GENERAL ASSEMBLY,UN GENERAL ASSEMBLY,4,3,4,Organization,Organization,UN General Assembly,International assembly where Khrushchev's attendance was discussed.; A forum for international discussion and negotiation; International body where disarmament discussions took place.; International body mentioned in relation to socio-economic reforms.,KHRUSHCHEV; USSR; UNITED STATES; ARAB LEAGUE; AUSTRIA; CEYLON; CONGO; DOMINICAN REPUBLIC; ITALY; KOSYGIN; PHOU KHOUN; SOUTH KOREA,UN GENERAL ASSEMBLY || Organization || KHRUSHCHEV USSR UNITED STATES ARAB LEAGUE AUSTRIA CEYLON CONGO DOMINICAN REPUBLIC ITALY KOSYGIN || International assembly where Khrushchev's attendance was discussed. A forum for international discussion and negotiation International body where disarmament discussions took place. International body mentioned in relation to socio-economic reforms.,False
AYUB,AYUB,4,2,4,Person,Person,Ayub,"President of Pakistan expressing concern over U.S. aid; President of Pakistan; President of Pakistan who postponed a visit to Australia.; President of Pakistan, noted for his popularity and absence from the country.",PAKISTAN; LAOS; YDIGORAS; ATAMAN; CNU; GURSEL; OZDILEK; REPUBLICAN PEOPLES PARTY; SARPER; AFGHANISTAN; BURMESE GOVERNMENT; CAIRO,"AYUB || Person || PAKISTAN LAOS YDIGORAS ATAMAN CNU GURSEL OZDILEK REPUBLICAN PEOPLES PARTY SARPER AFGHANISTAN || President of Pakistan expressing concern over U.S. aid President of Pakistan President of Pakistan who postponed a visit to Australia. President of Pakistan, noted for his popularity and absence from the country.",False
COLOMBIA,COLOMBIA,4,2,4,Country,Country,Colombia,Country facing pressure from right-wing political groups regarding relations with Cuba.; Country in South America involved in diplomatic relations with Cuba.; Country that may break relations with Cuba.; the country where Bogota is located,USSR; BRAZIL; IZVESTIA; PRAVDA; CUBA; ANGOLA; AVERKY ARISTOV; BURMA; COMMON MARKET; CONGO; EAST GERMANY; IRAN,COLOMBIA || Country || USSR BRAZIL IZVESTIA PRAVDA CUBA ANGOLA AVERKY ARISTOV BURMA COMMON MARKET CONGO || Country facing pressure from right-wing political groups regarding relations with Cuba. Country in South America involved in diplomatic relations with Cuba. Country that may break relations with Cuba. the country where Bogota is located,False
ECUADOR,ECUADOR,4,2,4,Country,Country,Ecuador,"Country in South America, re-establishing diplomatic relations.; Country in South America; Country whose Foreign Minister Chiriboga rejected Cuba's view on the OAS.; Country in South America.",CZECHOSLOVAKIA; JOSE CHIRIBOGA; LOUIS JOXE; PAKISTAN; UAR; CHIRIBOGA; GUATEMALA; VELASCO; YDIGORAS; ALGERIA; AYUB KHAN; BURMA,"ECUADOR || Country || CZECHOSLOVAKIA JOSE CHIRIBOGA LOUIS JOXE PAKISTAN UAR CHIRIBOGA GUATEMALA VELASCO YDIGORAS ALGERIA || Country in South America, re-establishing diplomatic relations. Country in South America Country whose Foreign Minister Chiriboga rejected Cuba's view on the OAS. Country in South America.",False
IKEDA,IKEDA,4,2,4,Person,Person,Ikeda,Prime Minister of Japan.; Prime Minister of Japan; Japanese Prime Minister facing political challenges.; Japanese Prime Minister trying to negotiate a compromise satisfactory to the US.,JAPAN; COMMUNIST CHINA; ICHIRO KONO; CHEN YI; CHIANG KAI-SHEK; CHOU EN-LAI; TAIPEI; UNITED STATES; BOTELHO MONIZ; KHRUSHCHEV; LIBERAL-DEMOCRATIC PARTY; PREMIER SALAZAR,IKEDA || Person || JAPAN COMMUNIST CHINA ICHIRO KONO CHEN YI CHIANG KAI-SHEK CHOU EN-LAI TAIPEI UNITED STATES BOTELHO MONIZ KHRUSHCHEV || Prime Minister of Japan. Prime Minister of Japan Japanese Prime Minister facing political challenges. Japanese Prime Minister trying to negotiate a compromise satisfactory to the US.,False
KING MAHENDRA,KING MAHENDRA,4,2,4,Person,Person,King Mahendra,The King of Nepal who took over the government on 15 December.; King of Nepal who dismissed the Congress party government.; King of Nepal whose administration is facing internal problems.; Consolidating his position since taking direct control of the government.,NEPALI CONGRESS; GIZENGAS STANLEYVILLE REGIME; INTERNATIONAL CONTROL COMMISSION; LAOS; NEHRU; SOUVANNA PHOUMA CABINET; SUDAN; UAR TROOPS; EGYPT; KATMANDU; KOIRALA; NASIR,KING MAHENDRA || Person || NEPALI CONGRESS GIZENGAS STANLEYVILLE REGIME INTERNATIONAL CONTROL COMMISSION LAOS NEHRU SOUVANNA PHOUMA CABINET SUDAN UAR TROOPS EGYPT KATMANDU || The King of Nepal who took over the government on 15 December. King of Nepal who dismissed the Congress party government. King of Nepal whose administration is facing internal problems. Consolidating his position since taking direct control of the government.,False
LIBYA,LIBYA,4,2,4,Country,Country,Libya,Country protesting against French reconnaissance flights.; Country where French reconnaissance flights are taking place despite protests.; Country where bases are suspected to be used for rebel activities.; Joined the Arab League in 1953.,FRANCE; POLAND; SYRIA; ADENAUER; ARGENTINA; BERTHOLD BEITZ; KUWAIT; UAR; USSR; WEST GERMANY; BRITAIN; GERMANY,LIBYA || Country || FRANCE POLAND SYRIA ADENAUER ARGENTINA BERTHOLD BEITZ KUWAIT UAR USSR WEST GERMANY || Country protesting against French reconnaissance flights. Country where French reconnaissance flights are taking place despite protests. Country where bases are suspected to be used for rebel activities. Joined the Arab League in 1953.,False
PORTUGUESE GUINEA,PORTUGUESE GUINEA,4,2,4,Location,Location,Portuguese Guinea,Potential destination for the seized Santa Maria.; Location facing attacks from nationalist elements supported by the Republic of Guinea.; Region where the American ambassador reported on the situation.; Territory where liberation movements are active.,LAOS; REPUBLIC OF GUINEA; BRAZIL; CAPE VERDE ISLANDS; HENRIQUE GALVAO; HUMBERTO DELGADO; LISBON; PORTUGUESE GOVERNMENT; SALAZAR REGIME; VENEZUELA; CONGO; INDIA,PORTUGUESE GUINEA || Location || LAOS REPUBLIC OF GUINEA BRAZIL CAPE VERDE ISLANDS HENRIQUE GALVAO HUMBERTO DELGADO LISBON PORTUGUESE GOVERNMENT SALAZAR REGIME VENEZUELA || Potential destination for the seized Santa Maria. Location facing attacks from nationalist elements supported by the Republic of Guinea. Region where the American ambassador reported on the situation. Territory where liberation movements are active.,False
SPAIN,SPAIN,4,1,4,Country,Country,Spain,Country involved in a dispute with Morocco over the Spanish Sahara.; Country proposed to provide military forces to Portugal.; The country involved in military actions in Spanish Sahara.; Country in southwestern Europe,MOROCCO; GENERAL FRANCO; SPANISH SAHARA; AMBASSADOR BROWN; AMBASSADOR LODGE; BARROSO; BOUN OUM; FRANCE; GENERAL PHOUMI; INDIAN AMBASSADOR RATNAM; KING SAVANG; LAOS,SPAIN || Country || MOROCCO GENERAL FRANCO SPANISH SAHARA AMBASSADOR BROWN AMBASSADOR LODGE BARROSO BOUN OUM FRANCE GENERAL PHOUMI INDIAN AMBASSADOR RATNAM || Country involved in a dispute with Morocco over the Spanish Sahara. Country proposed to provide military forces to Portugal. The country involved in military actions in Spanish Sahara. Country in southwestern Europe,False
AMERICAN AMBASSADOR,AMERICAN AMBASSADOR,3,3,3,Person,Person,American ambassador,Ambassador who received statements from the air force commander.; The ambassador of the United States in Ethiopia who characterized the political situation as a 'state of aimless drift.'; The ambassador representing the United States.,CONGO; CZECHOSLOVAKIA; SOVIET UNION; AIR FORCE COMMANDER; DAI VIET PARTY; ELISABETHVILLE; GHANA; GUINEA; KATANGA PROVINCE; KIVU PROVINCE; MODIBO KEITA; PRESIDENT DIEM,AMERICAN AMBASSADOR || Person || CONGO CZECHOSLOVAKIA SOVIET UNION AIR FORCE COMMANDER DAI VIET PARTY ELISABETHVILLE GHANA GUINEA KATANGA PROVINCE KIVU PROVINCE || Ambassador who received statements from the air force commander. The ambassador of the United States in Ethiopia who characterized the political situation as a 'state of aimless drift.' The ambassador representing the United States.,False
BAN TA VIANG,BAN TA VIANG,3,3,3,Location,Location,Ban Ta Viang,A government command post in Laos that has been abandoned following an enemy attack.; Village outpost captured by Kong Le - Pathet Lao troops.; Base of enemy forces reported in the text.,GENERAL PHOUMI; LAOS; PATHET LAO; NORTH VIETNAM; SOUVANNA PHOUMA; VIENTIANE; LUANG PRABANG; NAM BAC; NATIONAL FRONT; SOVIET UNION; SUKARNO; CAMBODIA,BAN TA VIANG || Location || GENERAL PHOUMI LAOS PATHET LAO NORTH VIETNAM SOUVANNA PHOUMA VIENTIANE LUANG PRABANG NAM BAC NATIONAL FRONT SOVIET UNION || A government command post in Laos that has been abandoned following an enemy attack. Village outpost captured by Kong Le - Pathet Lao troops. Base of enemy forces reported in the text.,False
BOTELHO MONIZ,BOTELHO MONIZ,3,3,3,Person,Person,Botelho Moniz,Defense Minister and possible successor to Salazar.; Minister of Defense of Portugal; Defense Minister of Portugal,SALAZAR; ANGLO-AMERICAN CONSORTIUM; BANDARANAIKE; CEYLON; CEYLONESE FINANCE MINISTER; COMMUNIST CHINA; CUBA; EAST GERMANY; MARCENIO CAETANO; MOSCOW; THEOTONIO PEREIRA; ALGERIAN GOVERNMENT,BOTELHO MONIZ || Person || SALAZAR ANGLO-AMERICAN CONSORTIUM BANDARANAIKE CEYLON CEYLONESE FINANCE MINISTER COMMUNIST CHINA CUBA EAST GERMANY MARCENIO CAETANO MOSCOW || Defense Minister and possible successor to Salazar. Minister of Defense of Portugal Defense Minister of Portugal,False
BRITISH,BRITISH,3,3,3,Government; PoliticalGroup,Government,British,Involved in proposals regarding the International Control Commission.; Country involved in the proposal regarding the ICC.; Refers to the British government involved in the note regarding Laos.,KING SAVANG; USSR; CAMBODIA; GENERAL PHOUMI; INTERNATIONAL CONTROL COMMISSION; MUONG KASSY; NORTH VIETNAM; PEIPING; THA THOM; CHINA; FRANCE; INDIAN CHAIRMAN OF THE ICC,BRITISH || Government PoliticalGroup || KING SAVANG USSR CAMBODIA GENERAL PHOUMI INTERNATIONAL CONTROL COMMISSION MUONG KASSY NORTH VIETNAM PEIPING THA THOM CHINA || Involved in proposals regarding the International Control Commission. Country involved in the proposal regarding the ICC. Refers to the British government involved in the note regarding Laos.,False
BURMESE GOVERNMENT,BURMESE GOVERNMENT,3,3,3,Government,Government,Burmese Government,Government of Burma; Government of Burma that protested against the irregulars' actions in the United Nations General Assembly.; Government of Burma expressing concerns over irregulars.,UNITED STATES; AFGHANISTAN; AYUB; CAIRO; GENERAL NE WIN; LAOS; PAKISTAN; PRIME MINISTER NU; TOKYO; USSR; ALGERIAN PROVISIONAL GOVERNMENT (PAG); FRANCE,BURMESE GOVERNMENT || Government || UNITED STATES AFGHANISTAN AYUB CAIRO GENERAL NE WIN LAOS PAKISTAN PRIME MINISTER NU TOKYO USSR || Government of Burma Government of Burma that protested against the irregulars' actions in the United Nations General Assembly. Government of Burma expressing concerns over irregulars.,False
CASTRO REGIME,CASTRO REGIME,3,3,3,Government,Government,Castro regime,Government in Cuba during the revolution.; The government led by Fidel Castro in Cuba.,ALBANIAN PARTY CONGRESS; ANGOLA; COMMITTEE OF NATIONAL UNION; CUBA; ENVER HOXHA; GREECE; POPULAR SOCIALIST PARTY; PORTUGUESE AUTHORITIES; REPUBLICAN PEOPLES PARTY; SOVIET UNION; US; YUGOSLAVIA,CASTRO REGIME || Government || ALBANIAN PARTY CONGRESS ANGOLA COMMITTEE OF NATIONAL UNION CUBA ENVER HOXHA GREECE POPULAR SOCIALIST PARTY PORTUGUESE AUTHORITIES REPUBLICAN PEOPLES PARTY SOVIET UNION || Government in Cuba during the revolution. The government led by Fidel Castro in Cuba.,False
CHANCELLOR ADENAUER,CHANCELLOR ADENAUER,3,3,3,Person,Person,Chancellor Adenauer,"The Chancellor of West Germany, involved in negotiations with Poland.; Chancellor of West Germany, shares views with Minister Strauss.; Leader of West Germany's Christian Democratic Union.",BERTHOLD BEITZ; BONN; CYRANKIEWICZ; EGYPT; EGYPTIAN NATIONAL BANK; INTERNATIONAL MONETARY FUND; KRUPP INDUSTRIAL ENTERPRISES; POLAND; RAPACKI; AFGHANISTAN; ARGENTINA; CONGO,"CHANCELLOR ADENAUER || Person || BERTHOLD BEITZ BONN CYRANKIEWICZ EGYPT EGYPTIAN NATIONAL BANK INTERNATIONAL MONETARY FUND KRUPP INDUSTRIAL ENTERPRISES POLAND RAPACKI AFGHANISTAN || The Chancellor of West Germany, involved in negotiations with Poland. Chancellor of West Germany, shares views with Minister Strauss. Leader of West Germany's Christian Democratic Union.",False
CHINESE COMMUNISTS,CHINESE COMMUNISTS,3,3,3,PoliticalGroup,PoliticalGroup,Chinese Communists,Made a declaration regarding the ICC and the Boun Oum government.; Political group responsible for the military offensive against the Chinese Nationalist irregulars.; Political group causing difficulties in Soviet-Western relations.,US; YUNNAN PROVINCE; BOUN OUM GOVERNMENT; BURMA; CHINA; CUBAN EMBASSY; INTERNATIONAL CONTROL COMMISSION; NORTH VIETNAM; PRINCE SIHANOUK; RANGOON; SOUTH VIETNAM; SOUVANNA PHOUMA,CHINESE COMMUNISTS || PoliticalGroup || US YUNNAN PROVINCE BOUN OUM GOVERNMENT BURMA CHINA CUBAN EMBASSY INTERNATIONAL CONTROL COMMISSION NORTH VIETNAM PRINCE SIHANOUK RANGOON || Made a declaration regarding the ICC and the Boun Oum government. Political group responsible for the military offensive against the Chinese Nationalist irregulars. Political group causing difficulties in Soviet-Western relations.,False
CONGRESS PARTY,CONGRESS PARTY,3,3,3,PoliticalGroup,PoliticalGroup,Congress party,Political party involved in the gathering; Political group in India that may criticize Nehru's actions.; A political party in India planning to return to parliamentary government.,NEHRU; NEW DELHI; PEIPING; NEPAL; MAHENDRA; NEPALI COMMUNIST PARTY; PATNA; BHUTAN; BURMA; CHINA; CHOU EN-LAI; INDIA,CONGRESS PARTY || PoliticalGroup || NEHRU NEW DELHI PEIPING NEPAL MAHENDRA NEPALI COMMUNIST PARTY PATNA BHUTAN BURMA CHINA || Political party involved in the gathering Political group in India that may criticize Nehru's actions. A political party in India planning to return to parliamentary government.,False
DAYAL,DAYAL,3,3,3,Person,Person,Dayal,UN representative working in Leopoldville.; UN representative in the Congo expecting a Congolese artillery attack.; UN representative being sent back to the Congo.,CONGO; LEOPOLDVILLE; PATHET LAO; BISHOP DIBELIUS; EAST BERLIN; EAST GERMANY; EVANGELICAL CHURCH; GIZENGA; ILEO GOVERNMENT; KASAVUBU GOVERNMENT; LUMUMBA; MOBUTU,DAYAL || Person || CONGO LEOPOLDVILLE PATHET LAO BISHOP DIBELIUS EAST BERLIN EAST GERMANY EVANGELICAL CHURCH GIZENGA ILEO GOVERNMENT KASAVUBU GOVERNMENT || UN representative working in Leopoldville. UN representative in the Congo expecting a Congolese artillery attack. UN representative being sent back to the Congo.,False
DIEM GOVERNMENT,DIEM GOVERNMENT,3,3,3,Government,Government,Diem government,The government led by Ngo Dinh Diem in South Vietnam.; The government led by President Diem in South Vietnam.; Government of South Vietnam concerned about Laos.,BELGIAN DEFENSE MINISTRY; KONG LE - PATHET LAO; LAOTIAN ARMY; NORTH VIETNAM; SOUTH VIETNAM; TSHOMBÉS KATANGA GOVERNMENT; LIBERATION ARMY OF SOUTH VIETNAM; NATIONAL LIBERATION FRONT; PHAN HUY QUAT; ACCRA; AMBASSADOR BROWN; DNEPROGES,DIEM GOVERNMENT || Government || BELGIAN DEFENSE MINISTRY KONG LE - PATHET LAO LAOTIAN ARMY NORTH VIETNAM SOUTH VIETNAM TSHOMBÉS KATANGA GOVERNMENT LIBERATION ARMY OF SOUTH VIETNAM NATIONAL LIBERATION FRONT PHAN HUY QUAT ACCRA || The government led by Ngo Dinh Diem in South Vietnam. The government led by President Diem in South Vietnam. Government of South Vietnam concerned about Laos.,False
DJAKARTA,DJAKARTA,3,3,3,Location,Location,Djakarta,"Capital of Indonesia, where relations with the USSR were developed.; Capital of Indonesia, involved in military and diplomatic actions.; Capital of Indonesia, ordered the closing of stores owned by aliens.",INDONESIA; BOURGUIBA; DE GAULLE; KHRUSHCHEV; USSR; GENERAL NASUTION; KONG LE; LT. COL. BUSIRI; MALAYAN PRIME MINISTER RAHMAN; NETHERLANDS NEW GUINEA; PATHET LAO; PLAINE DES JARRES,"DJAKARTA || Location || INDONESIA BOURGUIBA DE GAULLE KHRUSHCHEV USSR GENERAL NASUTION KONG LE LT. COL. BUSIRI MALAYAN PRIME MINISTER RAHMAN NETHERLANDS NEW GUINEA || Capital of Indonesia, where relations with the USSR were developed. Capital of Indonesia, involved in military and diplomatic actions. Capital of Indonesia, ordered the closing of stores owned by aliens.",False
