original_normalized_label,canonical_label,canonical_key,method,confidence,mention_count,doc_count,entity_type,surface_forms,sample_context
PORTUGUESE GUINEA,PORTUGUESE GUINEA (BULLETIN SEKOU TOUR),CANONICAL_ENTITY:PORTUGUESE_GUINEA_BULLETIN_SEKOU_TOUR,a3_single_cluster_self,1.0,7,5,Location,Portuguese Guinea,Territory targeted for liberation by Guinea. || Potential destination for the seized Santa Maria. || Region that appeared quiet as of 14 March.
PRESIDENT DE LA GUARDIA,DE LA GUARDIA,CANONICAL_ENTITY:DE_LA_GUARDIA,accept_rule,1.0,7,5,Person,President de la Guardia,President of Panama facing opposition. || The President of Panama during the time of the strike. || President of Panama being targeted by antiadministration elements.
PRESIDENT TUBMAN,PRESIDENT TUBMAN (LIBERIA DIPLOMATIC BULLETIN),CANONICAL_ENTITY:PRESIDENT_TUBMAN_LIBERIA_DIPLOMATIC_BULLETIN,a3_single_cluster_self,1.0,7,5,Person,President Tubman,"President of Liberia || President of Liberia who intends to proceed with the conference. || President of Liberia, intends to act as a moderating force at the Monrovia conference."
PRIME MINISTER VERWOERD,PRIME MINISTER VERWOERD (AFRICA DAY FREEDOM),CANONICAL_ENTITY:PRIME_MINISTER_VERWOERD_AFRICA_DAY_FREEDOM,a3_single_cluster_self,1.0,7,5,Person,Prime Minister Verwoerd,"Prime Minister of South Africa who was the target of an assassination attempt. || Prime Minister of South Africa, subject of an assassination attempt. || Prime Minister of South Africa with health issues."
SARPER,SARPER (TURKEY BULLETIN WHO),CANONICAL_ENTITY:SARPER_TURKEY_BULLETIN_WHO,a3_single_cluster_self,1.0,7,5,Person,Sarper,Turkish UN delegate who communicated Turkey's position on the Tunisian issue. || Turkish Foreign Minister who spoke with Soviet Ambassador Ryzhov. || A Turkish official expressing concerns over Russian pressure.
SHELL,SHELL,CANONICAL_ENTITY:SHELL,multi_sense_label,1.0,7,5,Organization,Shell,Oil company involved in shipping crude oil to Israel. || Oil company affected by the sabotage in Indonesia. || One of the oil companies affected by the Cuban government's order.
SOVIET PREMIER KHRUSHCHEV,SOVIET PREMIER KHRUSHCHEV (BULLETIN WHO UAR),CANONICAL_ENTITY:SOVIET_PREMIER_KHRUSHCHEV_BULLETIN_WHO_UAR,a3_single_cluster_self,1.0,7,5,Person,Soviet Premier Khrushchev,Premier referenced in talks regarding rocket sites || Premier who endorsed the self-determination program for Algeria. || Soviet leader who supported Indonesia's claim to West Irian.
TORANZO MONTERO,TORANZO MONTERO (BULLETIN ANAYA INVESTIGATION),CANONICAL_ENTITY:TORANZO_MONTERO_BULLETIN_ANAYA_INVESTIGATION,a3_single_cluster_self,1.0,7,5,Person,Toranzo Montero,A personal friend of Frondizi with strong support within the army. || Army Commander in Chief of Argentina || Army Commander in Chief demanding ouster of War Secretary
ARAB UNION,ARAB UNION,CANONICAL_ENTITY:ARAB_UNION,multi_sense_label,1.0,7,4,PoliticalGroup,Arab Union,Group consisting of Iraq and Jordan that Britain wants to support. || Formation that may influence Saudi troop withdrawal. || Formation influencing Saudi Arabia's troop withdrawal.
CARLOS RAFAEL RODRIGUEZ,CARLOS RAFAEL RODRIGUEZ (BULLETIN RUFO FRESQUET),CANONICAL_ENTITY:CARLOS_RAFAEL_RODRIGUEZ_BULLETIN_RUFO_FRESQUET,a3_single_cluster_self,1.0,7,4,Person,Carlos Rafael Rodriguez,Cuban Communist party official and editor of the party daily Hoy || Top Cuban Communist party official and potential replacement for the Finance Minister. || Cuban Communist leader expressing concern about guerrilla activity.
EUROPEAN ECONOMIC COMMUNITY,EUROPEAN ECONOMIC COMMUNITY,CANONICAL_ENTITY:EUROPEAN_ECONOMIC_COMMUNITY,multi_sense_label,1.0,7,4,Organization,European Economic Community,"An economic organization involved in discussions about trade relations. || An economic organization mentioned in the context of trade discussions. || Also known as the Common Market, where Greece applied for association."
HO CHONG,HO CHONG (RHEE BULLETIN LIBERAL),CANONICAL_ENTITY:HO_CHONG_RHEE_BULLETIN_LIBERAL,a3_single_cluster_self,1.0,7,4,Person,Ho Chong,A highly competent politician and former prime minister. || Newly named foreign minister in South Korea || New foreign minister and acting head of state in South Korea.
MALAGASY REPUBLIC,MALAGASY REPUBLIC (COUNTRY BULLETIN INDEPENDENCE),CANONICAL_ENTITY:MALAGASY_REPUBLIC_COUNTRY_BULLETIN_INDEPENDENCE,a3_single_cluster_self,1.0,7,4,Country,Malagasy Republic,A country that successfully negotiated its independence from France. || Country that successfully negotiated independence from France. || First Community state to invoke the new option for independence.
MONROVIA,MONROVIA (BULLETIN AGAINST RUMANIA),CANONICAL_ENTITY:MONROVIA_BULLETIN_AGAINST_RUMANIA,a3_single_cluster_self,1.0,7,4,Location,Monrovia,Location of the forthcoming conference of nine independent African states. || Location of the upcoming conference of independent African states. || Location of a ministerial meeting of nine independent African states
SOUDAN,SOUDAN (SENEGAL SENGHOR LEOPOLD),CANONICAL_ENTITY:SOUDAN_SENEGAL_SENGHOR_LEOPOLD,a3_single_cluster_self,1.0,7,4,Country,Soudan,One of the West African states in the Federation of Mali. || Constituent state of the newly independent Federation of Mali. || A constituent state of the Federation of Mali.
VOICE OF AMERICA,VOICE OF AMERICA,CANONICAL_ENTITY:VOICE_OF_AMERICA,multi_sense_label,1.0,7,4,Organization,Voice of America,Media outlet mentioned in the context of US-Rumanian relations. || Media organization whose facilities expansion is tied to military base negotiations. || U.S. government-funded international radio broadcast service
JAMAICA,JAMAICA (COUNTRY BULLETIN TRINIDAD),CANONICAL_ENTITY:JAMAICA_COUNTRY_BULLETIN_TRINIDAD,a3_single_cluster_self,1.0,7,3,Country,Jamaica,An island country in the Caribbean. || Country with antifederalist demands || Country involved in the constitutional conference of the West Indies Federation.
ABADAN REFINERY,ABADAN REFINERY (BULLETIN TUDEH IRAN),CANONICAL_ENTITY:ABADAN_REFINERY_BULLETIN_TUDEH_IRAN,a3_single_cluster_self,1.0,6,6,Location,Abadan refinery,"An oil refinery in Iran, identified as a target for Communist activity. || Refinery facing operational difficulties. || The site of frequent Tudeh disturbances."
AHIDJO,AHIDJO (CAMEROUN POPULATION CAMEROONS),CANONICAL_ENTITY:AHIDJO_CAMEROUN_POPULATION_CAMEROONS,a3_single_cluster_self,1.0,6,6,Person,Ahidjo,Prime Minister of Cameroun who is a target of potential assassination. || Prime Minister of Cameroun || Prime Minister of Cameroun who initialed agreements with France.
ALEPPO,ALEPPO (BULLETIN IS SYRIA),CANONICAL_ENTITY:ALEPPO_BULLETIN_IS_SYRIA,a3_single_cluster_self,1.0,6,6,Location,Aleppo,City in northeastern Syria mentioned in the plot || A city in Syria where paratroop training was taking place. || City in Syria where a new military airfield is being constructed.
ALGERIAN NATIONAL LIBERATION FRONT FLN,ALGERIAN NATIONAL LIBERATION FRONT FLN,CANONICAL_ENTITY:ALGERIAN_NATIONAL_LIBERATION_FRONT_FLN,multi_sense_label,1.0,6,6,PoliticalGroup,Algerian National Liberation Front (FLN),Group hoping to assure UN intervention in Algeria || Algerian rebel movement that Bourguiba is trying to influence. || A group directing the rebellion in Algeria.
AMBASSADOR BUNKER,AMBASSADOR BUNKER (1952 BULLETIN ITALY),CANONICAL_ENTITY:AMBASSADOR_BUNKER_1952_BULLETIN_ITALY,a3_single_cluster_self,1.0,6,6,Person,Ambassador Bunker,Ambassador warned by De Gasperi || Ambassador who was informed by De Gasperi. || An ambassador in Rome who commented on NATO commitments.
AMERICAN CONSUL IN HANOI,AMERICAN CONSUL IN HANOI (BULLETIN PANIKKAR 1952),CANONICAL_ENTITY:AMERICAN_CONSUL_IN_HANOI_BULLETIN_PANIKKAR_1952,a3_single_cluster_self,1.0,6,6,Person,American Consul in Hanoi; American consul in Hanoi,Comments on the potential of the Vietnamese National Army. || The American diplomat who received information about the Tam government. || U.S. diplomatic representative in Vietnam.
AMERICAN EMBASSY IN CAIRO,AMERICAN EMBASSY IN CAIRO,CANONICAL_ENTITY:AMERICAN_EMBASSY_IN_CAIRO,multi_sense_label,1.0,6,6,Organization,American embassy in Cairo,Source of information regarding the Anglo-Egyptian meeting. || Diplomatic mission of the United States in Egypt. || Embassy representing the United States in Cairo.
AMERICAN EMBASSY IN HAVANA,AMERICAN EMBASSY IN HAVANA,CANONICAL_ENTITY:AMERICAN_EMBASSY_IN_HAVANA,multi_sense_label,1.0,6,6,Organization,American embassy in Havana; American Embassy in Havana,U.S. diplomatic mission in Cuba. || Reported on the situation in Cuba. || Source of information regarding church leaders' mediation efforts with Batista.
AMERICAN EMBASSY IN PHNOM PENH,AMERICAN EMBASSY IN PHNOM PENH,CANONICAL_ENTITY:AMERICAN_EMBASSY_IN_PHNOM_PENH,multi_sense_label,1.0,6,6,Organization,American embassy in Phnom Penh; American Embassy in Phnom Penh,Reported on Cambodian officials' views regarding Vietnam. || The U.S. diplomatic mission in Cambodia. || U.S. diplomatic mission in Cambodia.
AMERICAN EMBASSY IN RIO DE JANEIRO,AMERICAN EMBASSY IN RIO DE JANEIRO,CANONICAL_ENTITY:AMERICAN_EMBASSY_IN_RIO_DE_JANEIRO,multi_sense_label,1.0,6,6,Organization,American embassy in Rio de Janeiro; American Embassy in Rio de Janeiro,Source of information regarding President Vargas' forthcoming speech. || Embassy reporting on the situation in Brazil || Embassy providing information about the Brazilian government's actions
AMERICAN EMBASSY IN SEOUL,AMERICAN EMBASSY IN SEOUL (KOREA BULLETIN SOUTH),CANONICAL_ENTITY:AMERICAN_EMBASSY_IN_SEOUL_KOREA_BULLETIN_SOUTH,a3_single_cluster_self,1.0,6,6,Organization,American embassy in Seoul; American Embassy in Seoul,"Embassy that reported on the currency advance situation. || Embassy reporting on the situation in South Korea. || The diplomatic mission of the United States in Seoul, South Korea."
AMERICAN EMBASSY IN VIENNA,AMERICAN EMBASSY IN VIENNA,CANONICAL_ENTITY:AMERICAN_EMBASSY_IN_VIENNA,multi_sense_label,1.0,6,6,Organization,American Embassy in Vienna; American embassy in Vienna,The diplomatic mission of the United States in Austria. || Embassy assessing the likelihood of Communist gains in Austrian elections || Embassy involved in communication regarding trade negotiations.
ARAB SOCIALIST RESURRECTION PARTY,ARAB SOCIALIST RESURRECTION PARTY,CANONICAL_ENTITY:ARAB_SOCIALIST_RESURRECTION_PARTY,multi_sense_label,1.0,6,6,PoliticalGroup,Arab Socialist Resurrection Party,"Political party in Syria likely to dominate the new cabinet. || Left-wing, anti-Western political party in Syria. || Leftist political party in Syria with cabinet ministers threatening to resign."
ARAMBURU,ARAMBURU (ARGENTINA BULLETIN 11),CANONICAL_ENTITY:ARAMBURU_ARGENTINA_BULLETIN_11,a3_single_cluster_self,1.0,6,6,Person,Aramburu,"President of Argentina facing ousting || Leader whose supporters are accused of using crude tactics to maintain power || President of Argentina, targeted by coup rumors."
ARNULFO ARIAS,ARNULFO ARIAS (BULLETIN PANAMA PANAMANIAN),CANONICAL_ENTITY:ARNULFO_ARIAS_BULLETIN_PANAMA_PANAMANIAN,a3_single_cluster_self,1.0,6,6,Person,Arnulfo Arias,"Deposed President of Panama || Ex-president of Panama associated with Guizado. || Former president of Panama, associated with Guizado."
ASSISTANT CHIEF OF STAFF INTELLIGENCE DEPARTMENT OF THE ARMY,ASSISTANT CHIEF OF STAFF INTELLIGENCE DEPARTMENT OF THE ARMY (COMMANDANT JOINT MARINE),CANONICAL_ENTITY:ASSISTANT_CHIEF_OF_STAFF_INTELLIGENCE_DEPARTMENT_OF_THE_ARMY_COMMANDANT_JOINT_MARINE,a3_single_cluster_self,1.0,6,6,Person,"Assistant Chief of Staff, Intelligence, Department of the Army",An assistant chief of staff role focused on intelligence within the Department of the Army. || An assistant chief of staff role focused on intelligence in the Army. || An intelligence role within the Department of the Army.
AZHARI,AZHARI (AZHARIS BULLETIN UNIONIST),CANONICAL_ENTITY:AZHARI_AZHARIS_BULLETIN_UNIONIST,a3_single_cluster_self,1.0,6,6,Person,Azhari,First Prime Minister of Sudan || Premier of Sudan whose policy is favoring union with Egypt. || Premier of the pro-Egyptian government in Sudan
BA CUT,BA CUT (BULLETIN HAO HOA),CANONICAL_ENTITY:BA_CUT_BULLETIN_HAO_HOA,a3_single_cluster_self,1.0,6,6,Person,Ba Cut,The only other Hoa Hao commander still opposing the government. || Rebel Hoa Hao leader defeated by the Vietnamese army. || A figure described as violently anti-Communist facing logistic and financial difficulties.
BALAGUER,BALAGUER (DOMINICAN BULLETIN TRUJILLO),CANONICAL_ENTITY:BALAGUER_DOMINICAN_BULLETIN_TRUJILLO,a3_single_cluster_self,1.0,6,6,Person,Balaguer,Newly installed President of the Dominican Republic. || Puppet President of the Dominican Republic. || Puppet President of the Dominican Republic following Trujillo's assassination.
BAMAKO,BAMAKO (MALI CAPITAL BULLETIN),CANONICAL_ENTITY:BAMAKO_MALI_CAPITAL_BULLETIN,a3_single_cluster_self,1.0,6,6,Location,Bamako,"Capital of Soudan, reported to have a bitter attitude regarding the secession. || Capital of Mali where diplomatic actions are taking place. || Capital city of Mali where a Soviet economic delegation and a US aid mission are present."
BEN BELLA,BEN BELLA (BULLETIN LEADER INTELLIGENCE),CANONICAL_ENTITY:BEN_BELLA_BULLETIN_LEADER_INTELLIGENCE,a3_single_cluster_self,1.0,6,6,Person,Ben Bella,Algerian nationalist leader who stated rebels would accept arms from the Soviet bloc. || Algerian leader advocating for complete independence for Algeria. || A leader of the Algerian National Liberation Front.
BENELUX,BENELUX,CANONICAL_ENTITY:BENELUX,multi_sense_label,1.0,6,6,PoliticalGroup,Benelux,"A political and economic union of Belgium, the Netherlands, and Luxembourg. || The group of Belgium, Netherlands, and Luxembourg || A group of countries in Western Europe including Belgium, the Netherlands, and Luxembourg."
BENELUX COUNTRIES,BENELUX COUNTRIES (BULLETIN ITALY NETHERLANDS),CANONICAL_ENTITY:BENELUX_COUNTRIES_BULLETIN_ITALY_NETHERLANDS,a3_single_cluster_self,1.0,6,6,PoliticalGroup,Benelux countries,"A group of countries including Belgium, Netherlands, and Luxembourg involved in the Schuman Plan. || Countries that may oppose the European Defense Forces plan. || A group of countries objecting to several points in the European Defense Community discussions."
BOTELHO MONIZ,BOTELHO MONIZ (BULLETIN PORTUGAL IS),CANONICAL_ENTITY:BOTELHO_MONIZ_BULLETIN_PORTUGAL_IS,a3_single_cluster_self,1.0,6,6,Person,Botelho Moniz,"Current defense minister in Portugal, mentioned as a contender for leadership. || Defense Minister and possible successor to Salazar. || Defense Minister of Portugal who claims to have given an ultimatum to Premier Salazar."
BURMA SOCIALIST PARTY,BURMA SOCIALIST PARTY,CANONICAL_ENTITY:BURMA_SOCIALIST_PARTY,multi_sense_label,1.0,6,6,PoliticalGroup,Burma Socialist Party,"The majority party in the Burmese Parliament, involved in planning a coup. || Political party in Burma supported by Britain || Political party in Burma associated with Thakin Tin."
BURMESE CABINET,BURMESE CABINET,CANONICAL_ENTITY:BURMESE_CABINET,multi_sense_label,1.0,6,6,Government,Burmese Cabinet; Burmese cabinet,Government body expected to undergo a shakeup. || The governing body considering abandoning strict neutrality. || The governing body of Burma experiencing internal friction.
BURNS,GENERAL BURNS,CANONICAL_ENTITY:GENERAL_BURNS,accept_rule,1.0,6,6,Person,Burns,UN truce chief || UN truce chief who expressed concern over potential Israeli raids. || UN truce supervisor
BUU HOI,BUU HOI (BULLETIN 1954 IS),CANONICAL_ENTITY:BUU_HOI_BULLETIN_1954_IS,a3_single_cluster_self,1.0,6,6,Person,Buu Hoi,"A pro-Viet Minh scientist involved in talks with Hoang Xuan Han. || Companion of Mendes-France's emissary, involved in plotting against Diem. || Possible participant in a Vietnamese government with leftist tendencies."
CAMBODIAN KING,CAMBODIAN KING (BULLETIN INTELLIGENCE CENTRAL),CANONICAL_ENTITY:CAMBODIAN_KING_BULLETIN_INTELLIGENCE_CENTRAL,a3_single_cluster_self,1.0,6,6,Person,Cambodian King; Cambodian king,"Leader planning revolt against the French. || king demanding full independence from France || Monarch of Cambodia, involved in discussions about French military control."
CARDINAL WYSZYNSKI,CARDINAL WYSZYNSKI (BULLETIN STATEMENT INTELLIGENCE),CANONICAL_ENTITY:CARDINAL_WYSZYNSKI_BULLETIN_STATEMENT_INTELLIGENCE,a3_single_cluster_self,1.0,6,6,Person,Cardinal Wyszynski,Polish cardinal arrested on 25 September. || Appealed for national unity and calm in a letter read in churches. || Religious leader with whom Gomulka plans to maintain good relations.
