normalized_label,mention_count,unique_docs,source_types,primary_type,label_ambiguity,looks_like_acronym,family,rule_candidate_labels,needs_sense_clustering
ASSOCIATED STATES OF INDOCHINA,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
ASSOCIATION OF GERMAN SOLDIERS,1,1,Organization,Organization,0.22,False,organization,,False
ASSOCIATION OF JOURNALISTS,1,1,Organization,Organization,0.22,False,organization,,False
ASSYRIAN MINORITY,1,1,Other,Other,0.22,False,other,,False
ASWAN DAM PROJECT,1,1,Other,Other,0.22,False,other,,False
ATATURK REGIME,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
ATATURK UNIVERSITY,1,1,Other,Other,0.22,False,other,,False
ATHENS POWER COMPANY,1,1,Organization,Organization,0.22,False,organization,,False
ATJEHNESE REBELS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
ATLANTIC ALLIANCE,1,1,Other,Other,0.22,False,other,,False
ATLANTIC COMMUNITY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
ATLANTIC REFINING COMPANY,1,1,Organization,Organization,0.22,False,organization,,False
ATTLEE GOVERNMENT,1,1,Government,Government,0.22,False,government,,False
AUSTRALIAN CABINET,1,1,Government,Government,0.22,False,government,,False
AUSTRIAN AUTHORITIES,1,1,Government,Government,0.22,False,government,,False
AUSTRIAN CIVIL AVIATION DEPARTMENT,1,1,Organization,Organization,0.22,False,organization,,False
AUSTRIAN EMBASSY,1,1,Organization,Organization,0.22,False,organization,,False
AUSTRIAN FOREIGN MINISTERS,1,1,Other,Other,0.22,False,other,,False
AUSTRIAN LEGATION,1,1,Other,Other,0.22,False,other,,False
AUSTRIAN LOWER HOUSE,1,1,Government,Government,0.22,False,government,,False
AUSTRIAN NATIONAL BANK,1,1,Organization,Organization,0.22,False,organization,,False
AUSTRIAN PARLIAMENT,1,1,Government,Government,0.22,False,government,,False
AUSTRIAN PEOPLES PARTY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
AUSTRIAN SOCIALISTS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
AUSTRIAN VICE CHANCELLOR,1,1,Government,Government,0.22,False,government,,False
AUTHENTIC MNR,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
AYUB REGIME,1,1,Government,Government,0.22,False,government,,False
AZHARIS NATIONAL UNIONIST PARTY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
AZORES BASES AGREEMENT,1,1,Other,Other,0.22,False,other,,False
BAATH PARTY OF JORDAN,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BAATHIST ELEMENTS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BAGHDAD PACT MEMBERS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BAGHDAD RADIO,1,1,Organization,Organization,0.22,False,organization,,False
BAHREIN PETROLEUM COMPANY,1,1,Organization,Organization,0.22,False,organization,,False
BAHREIN REFINERY,1,1,Organization,Organization,0.22,False,organization,,False
BAILEY BRIDGE,1,1,Other,Other,0.22,False,other,,False
BAKU CATALYTIC PLANT,1,1,Other,Other,0.22,False,other,,False
BALKAN STATES,1,1,Other,Other,0.22,False,other,,False
BALUBAKAT PARTY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BAMILEKE TRIBE,1,1,Other,Other,0.22,False,other,,False
BANDARANAIKES GOVERNMENT,1,1,Government,Government,0.22,False,government,,False
BANDUNG ASIAN AFRICA CONFERENCE,1,1,Other,Other,0.22,False,organization,,False
BANDUNG COUNTRIES,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BANGKOK COMMITTEE,1,1,Organization,Organization,0.22,False,organization,,False
BANGKOK TRIBUNE,1,1,Organization,Organization,0.22,False,organization,,False
BANGKOK WORLD,1,1,Organization,Organization,0.22,False,organization,,False
BANI SAKHIR,1,1,Other,Other,0.22,False,other,,False
BANI SAKHIR BEDOUIN TRIBE,1,1,Other,Other,0.22,False,other,,False
BANI SAKHIR TRIBE,1,1,Other,Other,0.22,False,other,,False
BANK OF INTERNATIONAL SETTLEMENTS,1,1,Organization,Organization,0.22,False,organization,,False
BANK OF ISRAEL,1,1,Organization,Organization,0.22,False,organization,,False
BANK OF JAPAN,1,1,Organization,Organization,0.22,False,organization,,False
BANK OF TAIWAN,1,1,Organization,Organization,0.22,False,organization,,False
BANQUE COMMERCIAL POUR LEUROPE DUNORD,1,1,Organization,Organization,0.22,False,organization,,False
BANQUE DE FRANCE,1,1,Organization,Organization,0.22,False,organization,,False
BANQUE POPULAIRE,1,1,Organization,Organization,0.22,False,organization,,False
BARCELONA UNIVERSITY,1,1,Other,Other,0.22,False,other,,False
BARCLAYS BANK,1,1,Organization,Organization,0.22,False,organization,,False
BASEL FREE PORT COMPANY,1,1,Organization,Organization,0.22,False,organization,,False
BASHI TRIBE,1,1,Other,Other,0.22,False,other,,False
BASRA PORT ADMINISTRATION,1,1,Organization,Organization,0.22,False,organization,,False
BATMAN REFINERY,1,1,Other,Other,0.22,False,other,,False
BAUXITE MINERS,1,1,Other,Other,0.22,False,other,,False
BAVARIAN BRANCH OF THE WEST GERMAN COMMUNIST PARTY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BAVARIAN PARTY BP,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BAVARIAN RECONSTRUCTION PARTY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BAVARIAN REFUGEE PARTY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BAYAR MENDERES GOVERNMENT,1,1,Government,Government,0.22,False,government,,False
BELGIAN CABINET,1,1,Government,Government,0.22,False,government,,False
BELGIAN CARETAKER GOVERNMENT,1,1,Government,Government,0.22,False,government,,False
BELGIAN CHAMBER OF REPRESENTATIVES,1,1,Government,Government,0.22,False,government,,False
BELGIAN CIVILIAN ADVISERS,1,1,Other,Other,0.22,False,other,,False
BELGIAN COMMUNISTS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BELGIAN CONTROLLED MINING COMPANY,1,1,Organization,Organization,0.22,False,organization,,False
BELGIAN DEFENSE MINISTRY,1,1,Organization,Organization,0.22,False,organization,,False
BELGIAN EDC DELEGATION,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BELGIAN EDC REPRESENTATIVES,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BELGIAN MINISTRY OF AFRICAN AFFAIRS,1,1,Government,Government,0.22,False,government,,False
BELGIAN OFFICERS,1,1,Other,Other,0.22,False,other,,False
BELGIAN OFFICIALS,1,1,Organization,Organization,0.22,False,organization,,False
BELGIAN PARLIAMENT,1,1,Government,Government,0.22,False,government,,False
BELGIAN PORTUGUESE COMMERCIAL INTERESTS,1,1,Organization,Organization,0.22,False,organization,,False
BELGIAN REPRESENTATIVES,1,1,Organization,Organization,0.22,False,organization,,False
BELGIAN SENATE,1,1,Organization,Organization,0.22,False,organization,,False
BELGIAN SOCIALIST TRADE UNION FEDERATION,1,1,Organization,Organization,0.22,False,organization,,False
BELGIUM GOVERNMENT,1,1,Government,Government,0.22,False,government,,False
BELGRADE EMBASSY,1,1,Organization,Organization,0.22,False,organization,,False
BELGRADE GOVERNMENT,1,1,Government,Government,0.22,False,government,,False
BENCH OF BISHOPS,1,1,Organization,Organization,0.22,False,organization,,False
BENELUX GOVERNMENTS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BENI SNASSEN,1,1,Other,Other,0.22,False,other,,False
BENTENG COUNCIL,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BENTENG GROUP,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BERBER TRIBES,1,1,Other,Other,0.22,False,other,,False
BERLIN AIR SAFETY CENTER,1,1,Organization,Organization,0.22,False,organization,,False
BERLIN AUTHORITIES,1,1,Government,Government,0.22,False,government,,False
BERLIN FESTIVAL,1,1,Other,Other,0.22,False,other,,False
BERLIN FOUR POWER CONFERENCE,1,1,Other,Other,0.22,False,organization,,False
BERLIN SOCIAL DEMOCRATS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BERLIN SOCIALIST UNITY PARTY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BERLIN YOUTH FESTIVAL,1,1,Other,Other,0.22,False,other,,False
BERLINER CENTRAL BANK,1,1,Organization,Organization,0.22,False,organization,,False
BERLINER HANDELSGESELLSCHAFT BANK,1,1,Organization,Organization,0.22,False,organization,,False
BERLINER ZEITUNG,1,1,Other,Other,0.22,False,other,,False
BETANCOURT GOVERNMENT,1,1,Government,Government,0.22,False,government,,False
BHILAI STEEL MILL,1,1,Other,Other,0.22,False,other,,False
BIG FOUR,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BIG THREE,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BINH XUYEN GANGSTER ORGANIZATION,1,1,Other,Other,0.22,False,other,,False
BLACK AFRICAN NATIONALISTS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BOELKOW ENGINEERING FIRM,1,1,Organization,Organization,0.22,False,organization,,False
BOLIVIAN AMBASSADORS,1,1,Other,Other,0.22,False,other,,False
BOLIVIAN CENTRAL BANK,1,1,Organization,Organization,0.22,False,organization,,False
BOLIVIAN COMMUNIST PARTY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BOLIVIAN COMMUNISTS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BOLIVIAN FOREIGN MINISTRY,1,1,Organization,Organization,0.22,False,organization,,False
BOLIVIAN JUNTA,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BOLIVIAN MINERS FEDERATION,1,1,Organization,Organization,0.22,False,organization,,False
BOLIVIAN MINING CORPORATION,1,1,Organization,Organization,0.22,False,organization,,False
BOLIVIAN MINING CORPORATION COMIBOL,1,1,Organization,Organization,0.22,False,organization,,False
BOLIVIAN MINISTER OF GOVERNMENT,1,1,Government,Government,0.22,False,government,,False
BOLIVIAN NATIONAL REVOLUTIONARY MOVEMENT MNR,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BOLIVIAN OFFICIALS,1,1,Government,Government,0.22,False,government,,False
BOLIVIAN WORKER CENTRAL COB,1,1,Organization,Organization,0.22,False,organization,,False
BOLIVIAN WORKERS CONFEDERATION,1,1,Organization,Organization,0.22,False,organization,,False
BOLIVIAS NATIONALIZED MINING CORPORATION,1,1,Organization,Organization,0.22,False,organization,,False
BONN CABINET,1,1,Government,Government,0.22,False,government,,False
BONN FOREIGN OFFICE,1,1,Organization,Organization,0.22,False,organization,,False
BONNS DEFENSE MINISTRY,1,1,Organization,Organization,0.22,False,organization,,False
BOUN OUM CABINET,1,1,Government,Government,0.22,False,government,,False
BOUN OUM PHOUMI GOVERNMENT,1,1,Government,Government,0.22,False,government,,False
BOURGES MAUNOURY CABINET,1,1,Government,Government,0.22,False,government,,False
BOURGES MAUNOURY CARETAKER CABINET,1,1,Government,Government,0.22,False,government,,False
BOURGHIBA GOVERNMENT,1,1,Government,Government,0.22,False,government,,False
BOURGUIBA GOVERNMENT,1,1,Government,Government,0.22,False,government,,False
BRAZILIAN FEDERAL PRICE CONTROL AGENCY,1,1,Organization,Organization,0.22,False,organization,,False
BRAZILIAN FOREIGN OFFICE,1,1,Government,Government,0.22,False,government,,False
BRAZILIAN RESOLUTION,1,1,Other,Other,0.22,False,other,,False
BRAZILIAN TRACTION LIGHT AND POWER COMPANY,1,1,Organization,Organization,0.22,False,organization,,False
BRAZILIAN TRADE DELEGATION,1,1,Organization,Organization,0.22,False,organization,,False
BRAZILS COMMUNIST PARTY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BRAZILS NATIONAL PETROLEUM COUNCIL,1,1,Organization,Organization,0.22,False,organization,,False
BRAZZAVILLE POWERS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BRITISH AIOC,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH AIR RECONNAISSANCE,1,1,Other,Other,0.22,False,other,,False
BRITISH AIRCRAFT FIRM,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH AIRLINER,1,1,Other,Other,0.22,False,other,,False
BRITISH AMERICAN TOBACCO COMPANY,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH AND AMERICAN PETROLEUM COMPANIES,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH AND AMERICAN REPRESENTATIVES,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BRITISH AND FRENCH,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BRITISH AND FRENCH COLLEAGUES,1,1,Other,Other,0.22,False,other,,False
BRITISH AND FRENCH OFFICIALS,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH ANGLO IRANIAN OIL COMPANY,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH ASIATIC PETROLEUM CORPORATION,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH BOARD OF TRADE,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH BONDHOLDERS,1,1,Other,Other,0.22,False,other,,False
BRITISH BUSINESSMEN,1,1,Other,Other,0.22,False,other,,False
BRITISH CHARGE IN BANGKOK,1,1,Other,Other,0.22,False,other,,False
BRITISH COMMISSIONER GENERAL FOR SOUTHEAST ASIA,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH COMPANIES,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH COMPANY,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH CONSULATE GENERAL,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH CONTROLLED GOVERNMENT,1,1,Government,Government,0.22,False,government,,False
BRITISH CONTROLLED IRAQ PETROLEUM COMPANY,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH DE HAVILLAND,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH DEFENSE COORDINATION COMMITTEE FOR THE FAR EAST,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH DEFENSE MINISTRY,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH DELEGATES,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BRITISH DIPLOMATS,1,1,Other,Other,0.22,False,other,,False
BRITISH EMBASSY IN AMMAN,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH EMBASSY IN ATHENS,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH EMBASSY IN MADRID,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH EMBASSY IN MOSCOW,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH EMBASSY IN PEIPING,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH ENVOYS,1,1,Other,Other,0.22,False,other,,False
BRITISH FISHING INDUSTRY,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH FOREIGN MINISTRY,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH FREIGHTER INCHWELLS,1,1,Other,Other,0.22,False,other,,False
BRITISH FRENCH AND AMERICAN AMBASSADORS,1,1,Other,Other,0.22,False,other,,False
BRITISH GOVERNOR GENERAL IN SUDAN,1,1,Government,Government,0.22,False,government,,False
BRITISH GUIANA PEOPLES PROGRESSIVE PARTY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BRITISH HIGH COMMISSIONERS,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH INTERDEPARTMENTAL COMMITTEE,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH INTERESTS,1,1,Other,Other,0.22,False,other,,False
BRITISH JOINT CHIEFS,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH LABORITES,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BRITISH LEADERS,1,1,Government,Government,0.22,False,government,,False
BRITISH LEGATION,1,1,Other,Other,0.22,False,other,,False
BRITISH LEGATION IN BUDAPEST,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH MEDO,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH NATO REPRESENTATIVES,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BRITISH OBSERVERS,1,1,Other,Other,0.22,False,other,,False
BRITISH PETROLEUM,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH PETROLEUM COMPANIES,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH PETROLEUM COMPANY,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH PLANE,1,1,Other,Other,0.22,False,other,,False
BRITISH PRESS,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH RAW COTTON COMMISSION,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH REPRESENTATIVE,1,1,Government,Government,0.22,False,government,,False
BRITISH SERVICE MISSION,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH SHELL,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH SHIPBUILDERS AND ENGINEERS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BRITISH SHIPOWNERS,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH SOUTHEAST ASIA POLICY,1,1,Other,Other,0.22,False,other,,False
BRITISH TRADE DELEGATES,1,1,Other,Other,0.22,False,other,,False
BRITISH TRADING FIRM,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH TRAWLER,1,1,Other,Other,0.22,False,other,,False
BRITISH TRAWLERS FEDERATION,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH TREASURY,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH TRUCK,1,1,Other,Other,0.22,False,other,,False
BRITISH UN DELEGATES,1,1,Organization,Organization,0.22,False,organization,,False
BRITISH UN REPRESENTATIVES,1,1,Organization,Organization,0.22,False,organization,,False
BRUSSELS TREATY ORGANIZATION,1,1,Organization,Organization,0.22,False,organization,,False
BUCHAREST RADIO,1,1,Organization,Organization,0.22,False,organization,,False
BUCHAREST RAILWAY WORKERS,1,1,Other,Other,0.22,False,other,,False
BUDDHIST NATIONALIST FORCES,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BULGANIN GOVERNMENT,1,1,Government,Government,0.22,False,government,,False
BULGARIAN CABINET,1,1,Government,Government,0.22,False,government,,False
BULGARIAN COMMUNIST LEADERS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BULGARIAN COMMUNIST PARTY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BULGARIAN FREIGHTER CHIPKA,1,1,Other,Other,0.22,False,other,,False
BULGARIAN MINISTRY OF NATIONAL DEFENSE,1,1,Government,Government,0.22,False,government,,False
BULGARIAN OFFICIALS,1,1,Government,Government,0.22,False,government,,False
BULGARIAN PARTY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BULGARIAN PARTY CENTRAL COMMITTEE,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BULGARIAN REGIME,1,1,Government,Government,0.22,False,government,,False
BULGARIAN SECURITY POLICE,1,1,Government,Government,0.22,False,government,,False
BULGARIAN YUGOSLAV CONTACTS,1,1,Other,Other,0.22,False,other,,False
BUNDESTAG DEFENSE COMMITTEE,1,1,Other,Other,0.22,False,organization,,False
BUNDESTAG FACTION OF THE CHRISTIAN DEMOCRATIC UNION AND CHRISTIAN SOCIAL UNION,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BUNDESTAG FOREIGN AFFAIRS COMMITTEE,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BURMA RED FLAG COMMUNIST FACTION,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
BURMAH SHELL,1,1,Organization,Organization,0.22,False,organization,,False
BURMAN DOMINATED GOVERNMENT,1,1,Government,Government,0.22,False,government,,False
BURMESE CHAMBER OF DEPUTIES,1,1,Organization,Organization,0.22,False,organization,,False
BURMESE COMMUNIST,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
