community_id,node_key,label,analyst_label,size,top_labels,top_types,analyst_summary
928,COMMUNITY:928,Rhee Government's Military Strategies,Military and Diplomatic Relations in Korea,25,RHEE GOVERNMENT | CHENNAULT | Approach for information | Request for military aid | Completion of new tanker | Request for volunteer air group | AMBASSADOR YOUNG | BRITISH MINISTER TO SOUTH KOREA,"{""EventCluster"": 14, ""CanonicalEntity"": 11}",This community focuses on the military strategies and diplomatic efforts of the Rhee government during a critical period in Korean history.
966,COMMUNITY:966,Military Leadership and Political Events,Government Leadership and Political Dynamics,25,BRIGADIER TABAQCHALI | COL MAHDAWI | Caribbean Bases Conference Support | Demonstrations Against Abdi | Executions in Iraq | AMERICAN AMBASSADOR IN RABAT | PHOUI GOVERNMENT [TABAQCHALI / MAHDAWI] | Death sentence announcement,"{""EventCluster"": 14, ""CanonicalEntity"": 11}",This community focuses on key military figures and significant political events in Iraq.
1007,COMMUNITY:1007,Raul Castro's Influence in Latin America,Latin American Political Movements and Alliances,25,RAUL CASTRO | HUNZA | NORTHERN SCOUTS | Raul Castro Speech | AREVALO FORCES | CASTRO REGIME [FIDEL / AREVALO] | Meeting of Latin American leftists | Platoons sent to border,"{""EventCluster"": 16, ""CanonicalEntity"": 9}",This community explores Raul Castro's impact on regional leftist movements and military engagements.
1056,COMMUNITY:1056,Burma's Political and Labor Dynamics,Historical Political Movements in Burma,25,THAN TUN | BURMA WORKERS AND PEASANTS PARTY | PRIME MINISTER NU | U OHN | U MYINT THEJIN | CHINESE COMMUNIST EMBASSY IN RANGOON | Appointment of U Ohn | Troop Reduction Discussion,"{""CanonicalEntity"": 16, ""EventCluster"": 9}",This community focuses on the interplay between labor movements and political leadership in Burma's history.
1068,COMMUNITY:1068,Burma's Military and Political Dynamics,Military Influence and Political Movements in Burma,25,NE WIN | BRIGADIER MAUNG MAUNG | BURMESE SERVICES MISSION | BUDDHIST ORGANIZATIONS | Kachin Riots | Military Shake-up in Burma | Afro-Asian Economic Conference | Internal propaganda campaign,"{""CanonicalEntity"": 14, ""EventCluster"": 11}",This community explores the interplay between military leadership and political events in Burma's history.
1093,COMMUNITY:1093,East German Media Influence,Socialist Movements and Media Influence,25,SOCIALIST UNITY PARTY [F7EB] | BERLINER ZEITUNG | MAO [TOGLIATTI / SUSLOV] | ALERT POLICE | EAST GERMAN BORDER POLICE | Refugee Influx | Construction of New Oil Refineries | Dissension among pro-Cominformists,"{""EventCluster"": 13, ""CanonicalEntity"": 12}",This community explores the interplay of socialist politics and media in East Germany during a period of significant change.
1094,COMMUNITY:1094,Discussions on Economic and Political Leadership,Government Decision-Making and Political Dynamics,25,KURT LEOPOLD | NEUES DEUTSCHLAND | Discussion on tin smelter | BALUBAKAT | BONN FOREIGN MINISTRY [NIGERIA / MALAYA] | Discussion of Berlin problem | ECONOMICS MINISTRY | Election of commission officers,"{""EventCluster"": 13, ""CanonicalEntity"": 12}",This community focuses on discussions related to economic policies and political leadership within a historical context.
1116,COMMUNITY:1116,Geopolitical Dynamics in Trade and Security,International Relations and Military Affairs,25,Trade talks | NATIONAL POLICE [GERMANY / ORAN] | SOVIET BLOC [GERMANY / SALVADOR] | Reduction of US assistance | Closure of US-supported project | SUDANESE MILITARY GOVERNMENT [YEMEN / BADR] | BONN [VIETNAM / GERMANY] | Election in Honduras,"{""CanonicalEntity"": 13, ""EventCluster"": 12}",This community explores the intersection of trade negotiations and national security issues across various geopolitical contexts.
1123,COMMUNITY:1123,Military Dynamics in Middle Eastern Conflicts,Geopolitical Military Engagements and Insurgencies,25,DERTINGER | PUSHKIN | CHINESE MIG 15 | THAI PREMIER | IRANIAN ARMY [LEBANON / DERTINGER] | TUNISIAN NATIONALISTS [LEBANON / DERTINGER] | Threat to resign | Aggressive sorties over Korea,"{""EventCluster"": 15, ""CanonicalEntity"": 10}",This community explores military strategies and insurgent activities impacting regime stability in the Middle East.
1252,COMMUNITY:1252,Diplomatic and Military Dynamics in Cambodia,Geopolitical Strategies and Alliances,25,RABAT | CAMBODIAN DEMOCRATIC REPUBLIC | QUEMOYS | ROYAL GOVERNMENT OF CAMBODIA | GENERAL BEN HAMOU KETTANI | Appeal for help | Military action decision | Proposal for diplomatic relations,"{""CanonicalEntity"": 13, ""EventCluster"": 12}",This community explores the interplay of military actions and diplomatic efforts in Cambodia's historical context.
1265,COMMUNITY:1265,Ghanaian Police Withdrawal in Accra,Military Actions and Political Stability in Ghana,25,ACCRA | Withdrawal of Ghanaian police | GHANAIAN POLICE CONTINGENT | FRENCH EMBASSY | KATANGAN PRESIDENT TSHOMBE | Attack on Luang Prabang | Coup plotting against Souvanna government | Resignation of Kurt Leopold,"{""CanonicalEntity"": 13, ""EventCluster"": 12}",This community focuses on the implications of the Ghanaian police withdrawal from Accra amidst political tensions.
1366,COMMUNITY:1366,Guatemala's International Advocacy and Resistance,Latin American Political Movements and Diplomacy,25,GUATEMALA | Guatemala's requests to UN | CZECH COMMERCIAL ATTACHE | INTER AMERICAN PEACE COMMISSION | USSR [ALDRICH / MOLOTOV] | Antigovernment Plotting | Antigovernment demonstration | Appeal for Latin American solidarity,"{""EventCluster"": 15, ""CanonicalEntity"": 10}",This community focuses on Guatemala's diplomatic efforts and internal resistance against government actions.
1594,COMMUNITY:1594,Political Dynamics of the Moslem Brotherhood,Middle Eastern Political Movements and Regimes,25,MOSLEM BROTHERHOOD [6AA5] | NASR REGIME [13E5] | KAMAL AL BINDARI | HASSAN HUDAIBI | Parliamentary Elections in Lebanon | KHALID MUHYI AL DIN | Executive decree issued | Increased security precautions,"{""CanonicalEntity"": 14, ""EventCluster"": 11}",This community explores the interactions between the Moslem Brotherhood and the Nasr regime in Lebanon's political landscape.
1853,COMMUNITY:1853,Buganda's Political Dynamics in Cold War Context,Cold War Influence on African Governance,25,UGANDA | BUGANDA | EUROPEAN COMMUNITY [UGANDA / ISRAEL] | UAR [UGANDA / ISRAEL] | USSR [UGANDA / ISRAEL] | Chinese trade decisions delay | Rejection of Buganda's independence request | Visit of UAR Commander in Chief Amir to USSR,"{""EventCluster"": 13, ""CanonicalEntity"": 12}",This community explores Buganda's political struggles and international relations during the Cold War era.
1919,COMMUNITY:1919,Soviet Military Strategies Overview,Cold War Military Strategies and Alliances,25,PRAVDA | V KUZNETSOV | LHUMANITÉ | DANISH GOVERNMENT [SERAGEDDIN / PRAVDA] | Caution on accepting Soviet pilots | French military preparations | NASR [PRAVDA / BRITAIN] | Warning against use of force in Egypt,"{""EventCluster"": 18, ""CanonicalEntity"": 7}",This community focuses on Soviet military strategies and political maneuvers during the Cold War era.
1986,COMMUNITY:1986,Colombian Military and Political Dynamics,Geopolitical Strategies in Latin America,25,COLOMBIA | LLERAS CAMARGO | Troop withdrawal from North Korea | Presidential Nomination | Change in USSR summit tactics | 23RD CHINESE COMMUNIST ARMY | USSR [MISSILES / COLOMBIA] | NORTH KOREAN V I I CORPS,"{""CanonicalEntity"": 14, ""EventCluster"": 11}",Explores the interplay of military actions and political changes in Colombia's historical context.
1988,COMMUNITY:1988,Political Dynamics in the Aden Protectorate,Colonial Governance and Regional Leadership,25,ADEN PROTECTORATE | EMIR OF BEIHAN | ABYAN COTTON GROWING DISTRICT | BONN [YEMEN / MASJUMI] | MASJUMI [YEMEN / SUKARNO] | Arrest of Indonesian leaders | Consideration of earlier elections | Egypt queries China,"{""EventCluster"": 18, ""CanonicalEntity"": 7}",This community explores the political landscape and leadership within the Aden Protectorate and surrounding regions.
118,COMMUNITY:118,Laotian Revolutionary Military Dynamics,Insurgency and Regime Stability in Laos,24,GENERAL PHOUMI | SAVANNAKHET REVOLUTIONARY COMMITTEE | LAOTIAN ARMED FORCES | Counter-coup planning | PATHET LAO [PHOLSENA / QUINIM] [25FE] | Broadcast order by Pathet Lao | Military pressure reports | Royal ordinance signing,"{""EventCluster"": 18, ""CanonicalEntity"": 6}",This community focuses on military actions and political maneuvers during the Laotian revolutionary period.
150,COMMUNITY:150,Cold War Diplomatic Negotiations,Geopolitical Alliances and Conflicts,24,GENEVA CONFERENCE | CHINESE NATIONALIST AIR FORCE | BALKAN PACT [ZVI / YUGOSLAVIA] | GUATEMALAN COMMUNIST LEADER | SYRIAN AND EGYPTIAN BORDERS | Balkan Pact Negotiation | Formosa air alert | Geneva Conference,"{""EventCluster"": 17, ""CanonicalEntity"": 7}",This community focuses on key diplomatic events and military alignments during the Cold War era.
162,COMMUNITY:162,South Korean Government Leadership Dynamics,Government Leadership and Decision-Making Processes,24,FOREIGN MINISTER PYUN | SOUTH KOREAN GOVERNMENT [SCNR / MYON] | General Hinh's admission | Geneva conference discussions | GLENN | JEAN DARIDAN | SEOUL OFFICIALS | Assembly's action,"{""EventCluster"": 13, ""CanonicalEntity"": 11}",This community focuses on the interactions and decisions of South Korean government officials during key historical events.
388,COMMUNITY:388,Settler-Gendarme Conflicts in Algeria,Colonial Tensions and Military Responses,24,GENERAL MASSU | PIERRE LAGAILLARDE | JOSEPH ORTIZ | Clash between settlers and gendarmes | Demonstration by settlers | Meeting in Paris | Cabinet meeting on military action | Colonel's opposition to referendum,"{""EventCluster"": 13, ""CanonicalEntity"": 11}",This community focuses on the conflicts between settlers and gendarmes during Algeria's colonial period.
410,COMMUNITY:410,Syrian Military and Israeli Relations,Middle Eastern Military Dynamics,24,SYRIAN ARMY [XUYEN / YUGOSLAVIA] | ISRAELI GOVERNMENT [YUGOSLAVIA / RILEY] | AMBASSADOR AUSTIN | KAZEMI | Syrian Army expects attack | Resistance Activities | Arrest of William N. Oatis | Clarification of Greek proposal,"{""EventCluster"": 15, ""CanonicalEntity"": 9}",This community focuses on the interactions and tensions between the Syrian military and Israeli government.
515,COMMUNITY:515,Religious and Political Tensions in Governance,Interactions of Religion and Politics in Communities,24,COMMUNIST GOVERNMENT | CATHOLIC COMMUNITY | BANDARANAIKE REGIME | Agitation against Communist education policies | CATHOLIC AND HINDUNAIR COMMUNITIES | HINDUNAIR COMMUNITY | TAMIL SPEAKING MINORITY | Congress party effort,"{""CanonicalEntity"": 13, ""EventCluster"": 11}",This community reflects the dynamics between religious groups and political governance in a historical context.
569,COMMUNITY:569,Economic Planning in Soviet Russia,Soviet Economic and Political Structures,24,RUSSIAN REPUBLIC RSFSR | N K BAIBAKOV | NIKOLAY G IGNATOV | AGRICULTURAL BANK AND INVESTMENT BANK | USSR STATE PLANNING COMMISSION | FROL R KOZLOV | M A YASNOV | KIEV,"{""CanonicalEntity"": 13, ""EventCluster"": 11}",This community focuses on key figures and institutions involved in economic planning during the Russian Republic era.
609,COMMUNITY:609,Geneva Negotiations and Cold War Dynamics,Cold War Diplomatic Engagements,24,GENEVA | WEST BERLIN MAYOR BRANDT | USSR [ALBANIA / GROMYKO] | USSR [TURKEY / KHRUSHCHEV] | Arrest of party officials | Secret talks at Geneva | Soviet submarine operations | Trade negotiations,"{""EventCluster"": 18, ""CanonicalEntity"": 6}","This community focuses on key diplomatic interactions and negotiations during the Cold War, particularly in Geneva."
696,COMMUNITY:696,Military Actions and Political Dynamics,Conflict and Governance in East Asia,24,Communist artillery bombardment | PEIPING GOVERNMENT | QUEMOY ISLANDS | NATIONALIST MINISTRY OF NATIONAL DEFENSE | FOREIGN MINISTER FIGL | GERMAN SOCIALIST PARTY | Request for boundary commission | Cancellation of Memorial Day address,"{""CanonicalEntity"": 12, ""EventCluster"": 12}",This community explores the interplay between military actions and political governance in the context of East Asian conflicts.
700,COMMUNITY:700,Peruvian Political Turmoil and Insurgency,Geopolitical Dynamics in Latin America,24,PERUVIAN GOVERNMENT | CHINESE NATIONALIST IRREGULARS [SHAN / DISSIDENTS] | Expected coup attempt in Peru | SHAN DISSIDENTS | ANTONIO RODRIGUEZ | Barter transaction between Cuba and UAR | Boycott of integration ceremonies | Demand for revenue from Goodyear,"{""CanonicalEntity"": 13, ""EventCluster"": 11}",This community reflects the intersection of government instability and insurgent activities in Peru.
739,COMMUNITY:739,Japanese Military and Diplomatic Engagements,Cold War Military and Diplomatic Dynamics,24,ARATA SUGIHARA | MIG-17 conversion | PORT ARTHUR | Assembly of aircraft at Nanchang | Chinese Communist military activity | Interview between Subandrio and Khrushchev | Japanese delegation appointment | PRIME MINISTER HATOYAMA,"{""CanonicalEntity"": 14, ""EventCluster"": 10}",This community focuses on Japan's military activities and diplomatic interactions during the Cold War era.
761,COMMUNITY:761,Soviet Disarmament and Korean Politics,Cold War Diplomacy and Political Movements,24,VYSHINSKY | JOXE [15FC] | Soviet disarmament proposal | NORTH KOREAN COMMUNIST LEADERSHIP | SOUTH KOREAN LABOR PARTY | Bilateral talks suggestion | Emigration agreement | JAPANESE UN OBSERVER,"{""EventCluster"": 13, ""CanonicalEntity"": 11}",This community focuses on Soviet disarmament proposals and the dynamics of North and South Korean political leadership.
782,COMMUNITY:782,Clementis and Slansky Executions,Political Purges and Economic Revivals,24,SIROKY | SLANSKY | CLEMENTIS | Announcement of economic revival steps | Discussion of Oatis case | HUSAK | Execution of Clementis and Slansky | Partial demobilization of Israeli forces,"{""CanonicalEntity"": 15, ""EventCluster"": 9}",This community focuses on the political executions and economic discussions surrounding key figures in a historical context.
801,COMMUNITY:801,Labor Movements and Activism in France,Labor Unrest and Political Activism,24,GENERAL LABOR CONFEDERATION CGT | CHRISTIAN WORKERS CONFEDERATION | WORKERS FORCE FO | CHRISTIAN WORKERS CONFEDERATION CFTC | BAATHIST ELEMENTS | Forwarding munitions to Algerian rebels | Iraqi Minister's statement on military intervention | Labor action in France,"{""EventCluster"": 13, ""CanonicalEntity"": 11}",This community encompasses various labor organizations and their influence on political actions and unrest.
