alias,canonical_label,review_status,heuristic_reason,final_score,openai_decision,openai_confidence
DR. RAMON VILLEDA MORALES,VILLEDA MORALES,accept_openai,lexical_context_similarity,0.6912,merge,0.85
DR. RODRIGUEZ PORTH,DR. JOSE ANTONIO RODRIGUEZ PORTH,accept_openai,lexical_context_similarity,0.7185,merge,0.85
DUCLOS,JACQUES DUCLOS,accept_openai,lexical_context_similarity,0.6095,merge,0.85
DULLES,SECRETARY DULLES,accept_rule,person_title_variant,0.95,,
DUNN,AMBASSADOR DUNN,accept_rule,person_title_variant,0.95,,
DURBROW,AMBASSADOR DURBROW,accept_rule,person_title_variant,0.95,,
DUTCH ADMINISTRATION,DUTCH ADMINISTRATION IN NEW GUINEA,accept_openai,lexical_context_similarity,0.6971,merge,0.8
DUTCH FOREIGN MINISTER LUNS,DUTCH FOREIGN MINISTER,accept_openai,lexical_context_similarity,0.7672,merge,0.85
DUTCH FOREIGN MINISTER STIKKER,DUTCH FOREIGN MINISTER,accept_openai,lexical_context_similarity,0.6865,merge,0.8
DUTCH SHELL,ROYAL DUTCH SHELL,accept_openai,lexical_context_similarity,0.7177,merge,0.85
E. M. S. NAMBOODIRIPAD,NAMBOODIRIPAD,accept_openai,lexical_context_similarity,0.7444,merge,0.9
EAST GERMAN,EAST GERMAN GOVERNMENT,accept_openai,lexical_context_similarity,0.7024,merge,0.85
EAST GERMAN ALERT POLICE,EAST GERMAN POLICE,accept_openai,lexical_context_similarity,0.6917,merge,0.85
EAST GERMAN BORDER POLICE,EAST GERMAN POLICE,accept_openai,lexical_context_similarity,0.6494,merge,0.8
EAST GERMAN COMMUNIST PARTY (SED),EAST GERMAN COMMUNIST PARTY,accept_rule,parenthetical_base_match,0.91,,
EAST GERMAN COMMUNISTS,EAST GERMAN COMMUNIST PARTY,accept_openai,lexical_context_similarity,0.6234,merge,0.85
EAST GERMAN PARAMILITARY,EAST GERMAN PARAMILITARY POLICE,accept_openai,lexical_context_similarity,0.7557,merge,0.8
EAST GERMAN PARTY,EAST GERMAN COMMUNIST PARTY,accept_openai,lexical_context_similarity,0.7468,merge,0.8
EAST GERMAN PARTY (SED),EAST GERMAN COMMUNIST PARTY,accept_openai,lexical_context_similarity,0.7699,merge,0.8
EAST GERMAN PEOPLES POLICE,EAST GERMAN POLICE,accept_openai,lexical_context_similarity,0.718,merge,0.85
EAST GERMAN POLICE AND MILITARY FORCES,EAST GERMAN POLICE,accept_openai,lexical_context_similarity,0.6289,merge,0.8
EAST GERMAN REGIME,EAST GERMAN GOVERNMENT,accept_openai,lexical_context_similarity,0.6268,merge,0.85
EAST GERMAN SECRET POLICE,EAST GERMAN POLICE,accept_openai,lexical_context_similarity,0.7487,merge,0.8
EAST GERMAN SECURITY POLICE,EAST GERMAN POLICE,accept_openai,lexical_context_similarity,0.7391,merge,0.8
EAST GERMAN SOCIALIST UNITY (COMMUNIST) PARTY,EAST GERMAN SOCIALIST UNITY PARTY,accept_openai,lexical_context_similarity,0.7787,merge,0.9
EAST GERMAN SOCIALIST UNITY PARTY (SED),EAST GERMAN COMMUNIST PARTY,accept_openai,lexical_context_similarity,0.6697,merge,0.8
EASTERN ADEN PROTECTORATE,ADEN PROTECTORATE,accept_openai,lexical_context_similarity,0.7429,merge,0.8
EASTERN SINAI,SINAI,accept_openai,lexical_context_similarity,0.62,merge,0.8
ECA MISSION IN PARIS,ECA MISSION,accept_openai,lexical_context_similarity,0.7685,merge,0.8
ECA MISSION TO FRANCE,ECA MISSION,accept_openai,lexical_context_similarity,0.7327,merge,0.8
ECONOMICS MINISTRY,FEDERAL MINISTRY OF ECONOMICS,accept_openai,lexical_context_similarity,0.6017,merge,0.8
ECUADOREAN COMMUNIST PARTY,ECUADORAN COMMUNIST PARTY,accept_openai,lexical_context_similarity,0.6236,merge,0.85
ECUADOREAN PRESIDENT VELASCO,VELASCO,accept_openai,lexical_context_similarity,0.7558,merge,0.8
EDUARDO LONARDI,LONARDI,accept_openai,lexical_context_similarity,0.6224,merge,0.8
EDVARD KARDELJ,KARDELJ,accept_openai,lexical_context_similarity,0.6615,merge,0.85
EEC COMMISSION,EEC,accept_openai,lexical_context_similarity,0.6152,merge,0.8
EFTA,EUROPEAN FREE TRADE ASSOCIATION,accept_rule,acronym_match,0.9,,
EGYPTIAN,EGYPTIAN REGIME,accept_openai,lexical_context_similarity,0.6437,merge,0.8
EGYPTIAN AIR FORCE MISSION,EGYPTIAN AIR FORCE,accept_openai,lexical_context_similarity,0.7517,merge,0.8
EGYPTIAN ARMED FORCES,EGYPTIAN FORCES,accept_openai,lexical_context_similarity,0.7475,merge,0.8
EGYPTIAN ARMORED FORCES,EGYPTIAN FORCES,accept_openai,lexical_context_similarity,0.7108,merge,0.8
EGYPTIAN ARMY HEADQUARTERS,EGYPTIAN ARMY,accept_openai,lexical_context_similarity,0.612,merge,0.8
EGYPTIAN FOREIGN MINISTER FAWZI,EGYPTIAN FOREIGN MINISTER,accept_openai,lexical_context_similarity,0.7752,merge,0.8
EGYPTIAN INTERIOR MINISTRY,MINISTRY OF INTERIOR,accept_openai,lexical_context_similarity,0.6522,merge,0.8
EGYPTIAN MILITARY ATTACHES,EGYPTIAN MILITARY ATTACHE,accept_openai,lexical_context_similarity,0.6486,merge,0.8
EGYPTIAN MILITARY ATTACHÉ,EGYPTIAN MILITARY ATTACHE,accept_openai,lexical_context_similarity,0.6521,merge,0.85
EGYPTIAN MINISTER,EGYPTIAN FOREIGN MINISTER,accept_openai,lexical_context_similarity,0.7462,merge,0.8
EGYPTIAN MOSLEM BROTHERHOOD,MOSLEM BROTHERHOOD,accept_openai,lexical_context_similarity,0.7584,merge,0.8
EGYPTIAN PRESIDENT NASR,PRESIDENT NASIR,accept_openai,lexical_context_similarity,0.7102,merge,0.85
EGYPTIAN PRIME MINISTER ALI MAHER,PRIME MINISTER ALI MAHER,accept_openai,lexical_context_similarity,0.7474,merge,0.8
EGYPTIAN PRIME MINISTER HILALI,EGYPTIAN PRIME MINISTER,accept_openai,lexical_context_similarity,0.7615,merge,0.8
EGYPTIAN PRIME MINISTER NASR,PRIME MINISTER NASR,accept_openai,lexical_context_similarity,0.7687,merge,0.85
EGYPTIAN REVOLUTIONARY COMMAND,REVOLUTIONARY COMMAND COUNCIL,accept_openai,lexical_context_similarity,0.7812,merge,0.85
EGYPTIAN REVOLUTIONARY COMMAND COUNCIL,REVOLUTIONARY COMMAND COUNCIL,accept_openai,lexical_context_similarity,0.8307,merge,0.85
EIB,EXPORT-IMPORT BANK,accept_rule,acronym_match,0.9,,
EINAR GERHARDSEN,GERHARDSEN,accept_openai,lexical_context_similarity,0.6725,merge,0.8
EL AUJA ZONE,EL AUJA,accept_openai,lexical_context_similarity,0.7301,merge,0.8
EL MAHDI,MAHDI,accept_openai,lexical_context_similarity,0.692,merge,0.85
EL SALVADORAN COMMUNIST-FRONT PARTY,SALVADORAN COMMUNIST PARTY,accept_openai,lexical_context_similarity,0.688,merge,0.85
ELLENDER,US SENATOR ELLENDER,accept_openai,lexical_context_similarity,0.6419,merge,0.85
ELPIDIO QUIRINO,PRESIDENT QUIRINO,accept_openai,lexical_context_similarity,0.6318,merge,0.85
ELY,GENERAL ELY,accept_rule,person_title_variant,0.95,,
EMBASSY,FRENCH EMBASSY,accept_openai,lexical_context_similarity,0.6861,merge,0.8
EMBASSY BELGRADE,US EMBASSY,accept_openai,lexical_context_similarity,0.8176,merge,0.9
EMBASSY IN TEL AVIV,AMERICAN EMBASSY,accept_openai,lexical_context_similarity,0.7773,merge,0.8
EMBASSY MOSCOW,AMERICAN EMBASSY,accept_openai,lexical_context_similarity,0.857,merge,0.857
EMPEROR HAILE SELASSIE,HAILE SELASSIE,accept_openai,lexical_context_similarity,0.8644,merge,0.9
ENGINEERING DIRECTORATE,SOVIET ENGINEERING DIRECTORATE,accept_openai,lexical_context_similarity,0.7433,merge,0.8
ENRIQUE GALVAO,HENRIQUE GALVAO,accept_openai,lexical_context_similarity,0.6447,merge,0.9
ENRIQUE LACAYO-FARFAN,ENRIQUE LACAYO FARFAN,accept_rule,person_title_variant,0.95,,
ENRIQUE OLIVA,COLONEL ENRIQUE OLIVA,accept_rule,person_title_variant,0.95,,
EPIFANIO MENDEZ,EPIFANIO MENDEZ FLEITAS,accept_openai,lexical_context_similarity,0.769,merge,0.85
EQUATEUR,EQUATEUR PROVINCE,accept_openai,lexical_context_similarity,0.6941,merge,0.8
ERNESTO CHE GUEVARA,ERNESTO GUEVARA,accept_openai,lexical_context_similarity,0.7838,merge,0.9
ESHKOL,LEVI ESHKOL,accept_openai,lexical_context_similarity,0.6378,merge,0.85
ETEM MENDERES,MENDERES,accept_openai,lexical_context_similarity,0.6946,merge,0.8
ETHIOPIAN AMBASSADOR,ETHIOPIAN AMBASSADOR TO EGYPT,accept_openai,lexical_context_similarity,0.6922,merge,0.85
ETHIOPIAN EMPEROR HAILE SELASSIE,HAILE SELASSIE,accept_openai,lexical_context_similarity,0.6176,merge,0.9
EUGEN GERSTENMAIER,BUNDESTAG PRESIDENT GERSTENMAIER,accept_openai,lexical_context_similarity,0.7749,merge,0.85
EUROPEAN COMMON MARKET,COMMON MARKET,accept_openai,lexical_context_similarity,0.7913,merge,0.85
EUROPEAN COMMON MARKET (EEC),COMMON MARKET,accept_openai,lexical_context_similarity,0.6531,merge,0.8
EUROPEAN DEFENSE COMMUNITY (EDC),EUROPEAN DEFENSE COMMUNITY,accept_rule,parenthetical_base_match,0.91,,
EUROPEAN FREE TRADE AREA (EFTA),EUROPEAN FREE TRADE AREA,accept_rule,parenthetical_base_match,0.91,,
EUROPEAN FREE TRADE ASSOCIATION (EFTA),EUROPEAN FREE TRADE ASSOCIATION,accept_rule,parenthetical_base_match,0.91,,
EUROPEAN SETTLERS IN ALGERIA,EUROPEAN SETTLERS,accept_openai,lexical_context_similarity,0.7338,merge,0.8
EVANGELICAL BISHOP DIBELIUS,BISHOP DIBELIUS,accept_openai,lexical_context_similarity,0.6921,merge,0.85
EX-GAULLISTS,GAULLISTS,accept_openai,lexical_context_similarity,0.6885,merge,0.85
EX-PREMIER KEKKONEN,KEKKONEN,accept_openai,lexical_context_similarity,0.6114,merge,0.85
EX-PREMIER PINAY,PREMIER PINAY,accept_openai,lexical_context_similarity,0.7005,merge,0.85
EX-PREMIER PLEVEN,PREMIER PLEVEN,accept_openai,lexical_context_similarity,0.7202,merge,0.85
EX-PREMIER TAM,TAM,accept_openai,lexical_context_similarity,0.6821,merge,0.8
EX-PRESIDENT ARBENZ,PRESIDENT ARBENZ,accept_openai,lexical_context_similarity,0.728,merge,0.9
EX-PRESIDENT CHAMOUN,PRESIDENT CHAMOUN,accept_openai,lexical_context_similarity,0.8085,merge,0.85
EX-PRESIDENT FIGUERES,FIGUERES,accept_openai,lexical_context_similarity,0.7289,merge,0.85
EX-PRESIDENT FIGUERES OF COSTA RICA,FIGUERES,accept_openai,lexical_context_similarity,0.7768,merge,0.85
EX-PRESIDENT OSORIO,OSORIO,accept_openai,lexical_context_similarity,0.6303,merge,0.85
F. R. KOZLOV,FROL KOZLOV,accept_openai,lexical_context_similarity,0.7566,merge,0.85
FABIO CASTILLO,DR. FABIO CASTILLO,accept_rule,person_title_variant,0.95,,
FAHAD,PRINCE FAHAD,accept_rule,person_title_variant,0.95,,
FAIQ AL-SAMARRAI,FAIQ SAMARRAI,accept_openai,lexical_context_similarity,0.7293,merge,0.85
FAISAL,KING FAISAL,accept_rule,person_title_variant,0.95,,
FALAIZE,FRENCH AMBASSADOR,accept_openai,lexical_context_similarity,0.6264,merge,0.85
FAO,FRANKFURT-AM-ODER,accept_rule,acronym_match,0.9,,
FARKAS,MIHALY FARKAS,accept_openai,lexical_context_similarity,0.6009,merge,0.8
FAROUK,KING FAROUK,accept_rule,person_title_variant,0.95,,
FAWZI AL-MULQI,FAWZI MULQI,accept_openai,lexical_context_similarity,0.7247,merge,0.85
FAYSAL,CROWN PRINCE FAYSAL,accept_openai,lexical_context_similarity,0.6794,merge,0.85
FAZIL KUCHUK,KUCHUK,accept_openai,lexical_context_similarity,0.7186,merge,0.8
FAZIL KUTCHUK,KUCHUK,accept_openai,lexical_context_similarity,0.6133,merge,0.8
FBI,FEDERAL BUREAU OF INVESTIGATION,accept_rule,acronym_match,0.9,,
FDP,FREE DEMOCRATIC PARTY,accept_rule,acronym_match,0.9,,
FECHTELER,ADMIRAL FECHTELER,accept_rule,person_title_variant,0.95,,
FEDAYAN-I-ISLAM,FEDAYAN ISLAM,accept_openai,lexical_context_similarity,0.6889,merge,0.85
FEDERAL GOVERNMENT,WEST GERMAN GOVERNMENT,accept_openai,lexical_context_similarity,0.6831,merge,0.8
FEDERAL PRESIDENT HEUSS,PRESIDENT HEUSS,accept_openai,lexical_context_similarity,0.7346,merge,0.85
FEDERATION OF MALAYA,MALAYA,accept_openai,lexical_context_similarity,0.606,merge,0.8
FEDERATION OF MALI,MALI FEDERATION,accept_openai,lexical_context_similarity,0.8239,merge,0.85
FELIX HOUPHOUET-BOIGNY,HOUPHOUET-BOIGNY,accept_openai,lexical_context_similarity,0.7465,merge,0.9
FELLAGHAS,TUNISIAN FELLAGHAS,accept_openai,lexical_context_similarity,0.6422,merge,0.8
FERNANDO TAMBRONI,TAMBRONI,accept_openai,lexical_context_similarity,0.6563,merge,0.8
FEZZAN PROVINCE,FEZZAN,accept_openai,lexical_context_similarity,0.6338,merge,0.8
FIELD MARSHAL AMIR,MARSHAL AMIR,accept_openai,lexical_context_similarity,0.7281,merge,0.85
FIELD MARSHAL MONTGOMERY,MONTGOMERY,accept_openai,lexical_context_similarity,0.6068,merge,0.8
FIELD MARSHAL PAPAGOS,PAPAGOS,accept_openai,lexical_context_similarity,0.7384,merge,0.9
FIELD MARSHAL SARIT,SARIT,accept_openai,lexical_context_similarity,0.783,merge,0.85
FIGARO,LE FIGARO,accept_openai,lexical_context_similarity,0.6932,merge,0.9
FIGNOLÉ,DANIEL FIGNOLÉ,accept_openai,lexical_context_similarity,0.6326,merge,0.8
FINNISH FOREIGN MINISTER TORNGREN,FINNISH FOREIGN MINISTER,accept_openai,lexical_context_similarity,0.7205,merge,0.85
FINNISH PREMIER KEKKONEN,KEKKONEN,accept_openai,lexical_context_similarity,0.6102,merge,0.8
FISCHER,LOUIS FISCHER,accept_openai,lexical_context_similarity,0.6347,merge,0.8
FOREIGN AFFAIRS COMMITTEE,BUNDESTAG FOREIGN AFFAIRS COMMITTEE,accept_openai,lexical_context_similarity,0.6749,merge,0.8
FOREIGN MINISTER ARINOS,BRAZILIAN FOREIGN MINISTER ARINOS,accept_openai,lexical_context_similarity,0.6822,merge,0.85
FOREIGN MINISTER BALAFREJ,MOROCCAN FOREIGN MINISTER BALAFREJ,accept_openai,lexical_context_similarity,0.7372,merge,0.85
FOREIGN MINISTER BIDAULT,FRENCH FOREIGN MINISTER BIDAULT,accept_openai,lexical_context_similarity,0.8541,merge,0.9
FOREIGN MINISTER BRENTANO,FOREIGN MINISTER VON BRENTANO,accept_openai,lexical_context_similarity,0.7937,merge,0.85
FOREIGN MINISTER COUVE DE MURVILLE,FRENCH FOREIGN MINISTER COUVE DE MURVILLE,accept_openai,lexical_context_similarity,0.8019,merge,0.8
FOREIGN MINISTER FATEMI,IRANIAN FOREIGN MINISTER,accept_openai,lexical_context_similarity,0.6951,merge,0.85
FOREIGN MINISTER KISHI,JAPANESE FOREIGN MINISTER,accept_openai,lexical_context_similarity,0.6971,merge,0.8
FOREIGN MINISTER KREISKY,FOREIGN MINISTER BRUNO KREISKY,accept_openai,lexical_context_similarity,0.7238,merge,0.9
FOREIGN MINISTER LUNS,DUTCH FOREIGN MINISTER,accept_openai,lexical_context_similarity,0.7401,merge,0.85
FOREIGN MINISTER MARTINO,ITALIAN FOREIGN MINISTER MARTINO,accept_openai,lexical_context_similarity,0.7704,merge,0.85
FOREIGN MINISTER OKAZAKI,JAPANESE FOREIGN MINISTER,accept_openai,lexical_context_similarity,0.7062,merge,0.85
FOREIGN MINISTER RAPACKI,POLISH FOREIGN MINISTER RAPACKI,accept_openai,lexical_context_similarity,0.7453,merge,0.9
FOREIGN MINISTRY,FRENCH FOREIGN MINISTRY,accept_openai,lexical_context_similarity,0.79,merge,0.85
FOREIGN OFFICE,BRITISH FOREIGN OFFICE,accept_openai,lexical_context_similarity,0.8188,merge,0.9
FOREIGN SECRETARY ROMULO,PHILIPPINE FOREIGN SECRETARY ROMULO,accept_openai,lexical_context_similarity,0.7526,merge,0.8
FORMER CHANCELLOR FIGL,CHANCELLOR FIGL,accept_openai,lexical_context_similarity,0.7386,merge,0.85
FORMER GUATEMALAN PRESIDENT ARBENZ,PRESIDENT ARBENZ,accept_openai,lexical_context_similarity,0.6327,merge,0.85
FORMER PREMIER DE GASPERI,PREMIER DE GASPERI,accept_openai,lexical_context_similarity,0.7661,merge,0.85
FORMER PREMIER PINAY,PREMIER PINAY,accept_openai,lexical_context_similarity,0.7554,merge,0.9
FORMER VICE PRESIDENT HATTA,VICE PRESIDENT HATTA,accept_openai,lexical_context_similarity,0.8405,merge,0.84
FORMOSA STRAIT,FORMOSA STRAITS,accept_openai,lexical_context_similarity,0.6681,merge,0.85
FRANCIS LACOSTE,LACOSTE,accept_openai,lexical_context_similarity,0.6706,merge,0.8
FRANCO NOGUEIRA,ALBERTO FRANCO NOGUEIRA,accept_openai,lexical_context_similarity,0.6802,merge,0.8
FRANK GRAHAM,GRAHAM,accept_openai,lexical_context_similarity,0.7276,merge,0.8
FRANZ ETZEL,ETZEL,accept_openai,lexical_context_similarity,0.6548,merge,0.8
FREDERIC-DUPONT,EDOUARD FREDERIC-DUPONT,accept_openai,lexical_context_similarity,0.6983,merge,0.85
FREE DEMOCRATIC PARTY (FDP),FREE DEMOCRATIC PARTY,accept_rule,parenthetical_base_match,0.91,,
FREE DEMOCRATS,FREE DEMOCRATIC PARTY,accept_openai,lexical_context_similarity,0.6102,merge,0.85
FRENCH ALGERIA,FRONT FOR FRENCH ALGERIA,accept_openai,lexical_context_similarity,0.692,merge,0.85
FRENCH ALGERIA FRONT,FRONT FOR FRENCH ALGERIA,accept_openai,lexical_context_similarity,0.8372,merge,0.8372
FRENCH AMBASSADOR DEJEAN,FRENCH AMBASSADOR,accept_openai,lexical_context_similarity,0.6863,merge,0.8
FRENCH AMBASSADOR FALAIZE,FRENCH AMBASSADOR,accept_openai,lexical_context_similarity,0.6669,merge,0.8
FRENCH AMBASSADOR GASSOUIN,FRENCH AMBASSADOR,accept_openai,lexical_context_similarity,0.6526,merge,0.85
FRENCH AMBASSADOR GORSE,FRENCH AMBASSADOR,accept_openai,lexical_context_similarity,0.691,merge,0.85
FRENCH AMBASSADOR IN PRAGUE,FRENCH AMBASSADOR,accept_openai,lexical_context_similarity,0.701,merge,0.85
FRENCH AMBASSADOR JOXE,FRENCH AMBASSADOR,accept_openai,lexical_context_similarity,0.7289,merge,0.8
FRENCH AMBASSADOR MASSIGLI,FRENCH AMBASSADOR,accept_openai,lexical_context_similarity,0.6683,merge,0.8
FRENCH AMBASSADOR PARODI,FRENCH AMBASSADOR,accept_openai,lexical_context_similarity,0.6834,merge,0.8
FRENCH AMBASSADOR TO JAPAN,FRENCH AMBASSADOR,accept_openai,lexical_context_similarity,0.695,merge,0.8
FRENCH AMBASSADORS,FRENCH AMBASSADOR,accept_openai,lexical_context_similarity,0.6496,merge,0.85
FRENCH ASSEMBLY,FRENCH NATIONAL ASSEMBLY,accept_openai,lexical_context_similarity,0.8313,merge,0.8313
FRENCH CAMEROUN,CAMEROUN,accept_openai,lexical_context_similarity,0.6945,merge,0.85
FRENCH CHRISTIAN WORKERS LABOR CONFEDERATION,FRENCH CHRISTIAN WORKERS CONFEDERATION,accept_openai,lexical_context_similarity,0.8743,merge,0.8743
FRENCH COLONEL TRINQUIER,COLONEL TRINQUIER,accept_openai,lexical_context_similarity,0.6142,merge,0.85
FRENCH COMMAND,FRENCH HIGH COMMAND,accept_openai,lexical_context_similarity,0.739,merge,0.8
FRENCH COMMISSARIAT,FRENCH COMMISSARIAT GENERAL,accept_openai,lexical_context_similarity,0.7624,merge,0.8
FRENCH COMMUNIST PARTY (PCF),FRENCH COMMUNIST PARTY,accept_rule,parenthetical_base_match,0.91,,
FRENCH COMMUNISTS,FRENCH COMMUNIST PARTY,accept_openai,lexical_context_similarity,0.6468,merge,0.8
FRENCH CONSUL GENERAL,FRENCH CONSUL GENERAL ROYERE,accept_openai,lexical_context_similarity,0.6842,merge,0.8
FRENCH COUNCIL OF THE REPUBLIC,COUNCIL OF THE REPUBLIC,accept_openai,lexical_context_similarity,0.8224,merge,0.8
FRENCH DEFENSE MINISTER,DEFENSE MINISTER PLEVEN,accept_openai,lexical_context_similarity,0.7592,merge,0.85
FRENCH DEFENSE MINISTER PLEVEN,DEFENSE MINISTER PLEVEN,accept_openai,lexical_context_similarity,0.8452,merge,0.85
FRENCH DEFENSE MINISTRY,FRENCH MINISTRY OF DEFENSE,accept_openai,lexical_context_similarity,0.7426,merge,0.9
FRENCH DELEGATION AT GENEVA,FRENCH DELEGATION,accept_openai,lexical_context_similarity,0.7367,merge,0.8
FRENCH EDC,EDC,accept_openai,lexical_context_similarity,0.6246,merge,0.8
FRENCH EMBASSY IN RABAT,FRENCH EMBASSY,accept_openai,lexical_context_similarity,0.6765,merge,0.8
FRENCH FINANCE MINISTER FAURE,FINANCE MINISTER FAURE,accept_openai,lexical_context_similarity,0.7767,merge,0.85
FRENCH FINANCE MINISTRY,FINANCE MINISTRY,accept_openai,lexical_context_similarity,0.7408,merge,0.8
FRENCH FOREIGN LEGION,FOREIGN LEGION,accept_openai,lexical_context_similarity,0.7795,merge,0.8
FRENCH FOREIGN MINISTER,FOREIGN MINISTER SCHUMAN,accept_openai,lexical_context_similarity,0.7272,merge,0.85
FRENCH FOREIGN MINISTER PINAY,FOREIGN MINISTER SCHUMAN,accept_openai,lexical_context_similarity,0.739,merge,0.8
FRENCH FOREIGN MINISTER SCHUMAN,FOREIGN MINISTER SCHUMAN,accept_openai,lexical_context_similarity,0.8235,merge,0.9
FRENCH FOREIGN OFFICE,FRENCH FOREIGN MINISTRY,accept_openai,lexical_context_similarity,0.6196,merge,0.8
FRENCH HEADQUARTERS,FRENCH HEADQUARTERS IN INDOCHINA,accept_openai,lexical_context_similarity,0.6488,merge,0.8
FRENCH HEADQUARTERS IN HANOI,FRENCH HEADQUARTERS IN INDOCHINA,accept_openai,lexical_context_similarity,0.6008,merge,0.8
FRENCH HIGH COMMISSARIAT,FRENCH HIGH COMMISSARIAT IN INDOCHINA,accept_openai,lexical_context_similarity,0.6816,merge,0.8
FRENCH HIGH COMMISSIONER IN CAMBODIA,FRENCH HIGH COMMISSIONER,accept_openai,lexical_context_similarity,0.7357,merge,0.8
FRENCH HIGH COMMISSIONER IN TUNIS,FRENCH HIGH COMMISSIONER,accept_openai,lexical_context_similarity,0.7765,merge,0.85
FRENCH HIGH COMMISSIONER LETOURNEAU,FRENCH HIGH COMMISSIONER,accept_openai,lexical_context_similarity,0.695,merge,0.85
FRENCH INDOCHINA,INDOCHINA,accept_openai,lexical_context_similarity,0.6975,merge,0.8
FRENCH INTELLIGENCE HEADQUARTERS,FRENCH INTELLIGENCE,accept_openai,lexical_context_similarity,0.6634,merge,0.8
FRENCH INTERIOR MINISTRY,MINISTRY OF INTERIOR,accept_openai,lexical_context_similarity,0.7715,merge,0.9
FRENCH MILITARY ESTABLISHMENT,FRENCH MILITARY,accept_openai,lexical_context_similarity,0.6233,merge,0.8
FRENCH MILITARY FORCES,FRENCH MILITARY,accept_openai,lexical_context_similarity,0.7356,merge,0.8
FRENCH MILITARY MISSION,FRENCH MILITARY,accept_openai,lexical_context_similarity,0.7269,merge,0.8
FRENCH MINISTER BAUDIER,FRENCH MINISTER,accept_openai,lexical_context_similarity,0.6474,merge,0.8
FRENCH MINISTER FOR ASSOCIATED STATES LETOURNEAU,MINISTER OF ASSOCIATED STATES LETOURNEAU,accept_openai,lexical_context_similarity,0.7943,merge,0.8
FRENCH MINISTER FOR THE ASSOCIATED STATES,MINISTER OF ASSOCIATED STATES LETOURNEAU,accept_openai,lexical_context_similarity,0.6647,merge,0.8
FRENCH MINISTRY OF INTERIOR,MINISTRY OF INTERIOR,accept_openai,lexical_context_similarity,0.73,merge,0.8
FRENCH MINISTRY OF THE INTERIOR,MINISTRY OF INTERIOR,accept_rule,token_bag_match,0.94,,
FRENCH NATO DEPUTY,FRENCH NATO DEPUTY ALPHAND,accept_openai,lexical_context_similarity,0.6899,merge,0.8
FRENCH OFFICIAL IN HANOI,FRENCH OFFICIAL,accept_openai,lexical_context_similarity,0.6925,merge,0.85
FRENCH PREMIER FAURE,FAURE,accept_openai,lexical_context_similarity,0.7632,merge,0.85
FRENCH PREMIER GAILLARD,PREMIER GAILLARD,accept_openai,lexical_context_similarity,0.8333,merge,0.9
FRENCH PREMIER MAYER,MAYER,accept_openai,lexical_context_similarity,0.7624,merge,0.85
FRENCH PREMIER PINAY,PREMIER PINAY,accept_openai,lexical_context_similarity,0.7729,merge,0.85
FRENCH PREMIER PLEVEN,PREMIER PLEVEN,accept_openai,lexical_context_similarity,0.7503,merge,0.85
FRENCH PRESIDENT,PRESIDENT COTY,accept_openai,lexical_context_similarity,0.6761,merge,0.85
FRENCH PRESIDENT COTY,PRESIDENT COTY,accept_openai,lexical_context_similarity,0.7528,merge,0.8
FRENCH PRESIDENT DE GAULLE,DE GAULLE,accept_openai,lexical_context_similarity,0.7849,merge,0.85
FRENCH PRESS,FRENCH PRESS AGENCY,accept_openai,lexical_context_similarity,0.678,merge,0.8
FRENCH RADICAL SOCIALIST PARTY,RADICAL SOCIALISTS,accept_openai,lexical_context_similarity,0.7902,merge,0.8
FRENCH SECURITY OFFICIALS,FRENCH OFFICIALS,accept_openai,lexical_context_similarity,0.7317,merge,0.8
FRENCH SOCIALIST,FRENCH SOCIALIST PARTY,accept_openai,lexical_context_similarity,0.7661,merge,0.85
